,name,github_id,group_id,group,category,labels,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,watchers_count,pr_count,star_count,description,contributor_count,projectrank,show,recent_commit_count,release_count,open_issue_count,closed_issue_count,latest_stable_release_published_at,dependent_project_count,monthly_downloads,projectrank_placing,latest_stable_release_number,github_release_downloads,github_dependent_project_count,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,updated_github_id,npm_id,npm_url,npm_monthly_downloads,trending,dockerhub_stars,pypi_id,pypi_url,pypi_monthly_downloads,helm_id,maven_id,maven_url,brew_id,gem_url,apt_id
10,keycloak,keycloak/keycloak,,,idp,['cncf'],https://github.com/keycloak/keycloak,https://github.com/keycloak/keycloak,Apache-2.0,2013-07-02 13:38:51,2023-06-15 17:03:30.000000,2023-06-15 16:24:01,22153.0,5303.0,361.0,11716.0,16425.0,Open Source Identity and Access Management For Modern Applications and Services.,1184.0,41,True,673.0,36.0,1631.0,4810.0,2023-04-26 10:24:38,320.0,60558.0,1.0,21.1.1,1816757.0,320.0,quay.io/keycloak/keycloak,https://hub.docker.com/r/quay.io/keycloak/keycloak,,,,,,,1.0,,,,,,,,,,
11,coredns,coredns/coredns,,,machine,"['linux-foundation', 'cncf']",https://github.com/coredns/coredns,https://github.com/coredns/coredns,Apache-2.0,2016-03-18 20:56:45,2023-06-15 15:50:11.000000,2023-06-12 15:22:57,3672.0,1818.0,235.0,3895.0,10891.0,CoreDNS is a DNS server that chains plugins.,357.0,41,True,85.0,65.0,83.0,2054.0,2023-02-06 18:30:04,5142.0,2808917.0,1.0,1.10.1,6708575.0,5142.0,coredns/coredns,https://hub.docker.com/r/coredns/coredns,2023-02-06 18:31:58.105381,237170356.0,,,,,,138.0,,,,,,,,,
12,open-policy-agent,open-policy-agent/opa,,,authorization,"['cncf', 'linux-foundation']",https://github.com/open-policy-agent/opa,https://github.com/open-policy-agent/opa,Apache-2.0,2015-12-28 22:08:25,2023-06-15 18:10:15.182690,2023-06-15 18:01:26,4637.0,1112.0,119.0,3715.0,8136.0,"An open source, general-purpose policy engine.",398.0,40,True,129.0,100.0,308.0,1975.0,2023-06-06 07:27:14,2523.0,4214567.0,1.0,0.53.1,3219356.0,2523.0,openpolicyagent/opa,https://hub.docker.com/r/openpolicyagent/opa,2023-06-15 18:10:15.182690,373629915.0,,,,,1.0,32.0,,,,,,,,,
13,cert-manager,cert-manager/cert-manager,,,pki,['linux-foundation'],https://github.com/cert-manager/cert-manager,https://github.com/cert-manager/cert-manager,Apache-2.0,2017-05-24 16:25:59,2023-06-15 08:09:22.000000,2023-06-15 08:09:22,7810.0,1819.0,147.0,2938.0,10457.0,Automatically provision and manage TLS certificates in Kubernetes.,397.0,39,True,267.0,100.0,180.0,2841.0,2023-05-25 14:48:36,499.0,1347101.0,1.0,1.12.1,49842737.0,499.0,,,,,,,,,,,,,,,,,,,
14,oauthlib,oauthlib/oauthlib,,,authentication,,https://github.com/oauthlib/oauthlib,https://github.com/oauthlib/oauthlib,BSD-3-Clause,2011-11-19 23:08:51,2023-06-13 03:01:15.000000,2023-06-13 03:01:14,1646.0,455.0,68.0,481.0,2598.0,"A generic, spec-compliant, thorough implementation of the OAuth request-signing logic.",192.0,39,True,1.0,48.0,75.0,289.0,2023-01-10 13:13:43,385305.0,80756987.0,1.0,3.2.2,,385305.0,,,,,,,,,-1.0,,oauthlib,https://pypi.org/project/oauthlib,80756987.0,,,,,,
15,vault,hashicorp/vault,,,pki,['hashicorp'],https://github.com/hashicorp/vault,https://github.com/hashicorp/vault,MPL-2.0,2015-02-25 00:15:59,2023-06-15 18:04:57.000000,2023-06-15 16:55:59,17528.0,3679.0,819.0,15641.0,27876.0,"A tool for secrets management, encryption as a service, and privileged access management.",1346.0,38,True,636.0,94.0,880.0,4643.0,2023-06-08 00:58:27,6254.0,,2.0,1.13.3,,6254.0,,,,,,,,,,,,,,,,,,,
16,passport,jaredhanson/passport,,,authentication,,https://github.com/jaredhanson/passport,https://github.com/jaredhanson/passport,MIT,2011-10-08 22:38:32,2023-06-15 06:35:28.000000,2023-03-10 17:27:55,617.0,1163.0,317.0,152.0,21548.0,"Simple, unobtrusive authentication for Node.js.",38.0,37,True,,,327.0,419.0,,858299.0,8614566.0,2.0,,,858299.0,,,,,,passport,https://www.npmjs.com/package/passport,8614566.0,,,,,,,,,,,
17,ory-hydra,ory/hydra,,,authentication,['ory'],https://github.com/ory/hydra,https://github.com/ory/hydra,Apache-2.0,2015-05-22 12:42:08,2023-06-15 14:13:45.000000,2023-06-13 14:17:04,3631.0,1289.0,229.0,1669.0,14199.0,"OpenID Certified OpenID Connect and OAuth Provider written in Go - cloud native, security-first, open source API..",286.0,36,True,70.0,100.0,61.0,1376.0,2023-05-24 08:55:23,2.0,4117106.0,2.0,2.1.2,571316.0,2.0,oryd/hydra,https://hub.docker.com/r/oryd/hydra,2023-06-13 14:15:44.499687,398479698.0,,,,,,74.0,,,,https://k8s.ory.sh/helm/charts,,,,,
18,ory-kratos,ory/kratos,,,idp,['ory'],https://github.com/ory/kratos,https://github.com/ory/kratos,Apache-2.0,2018-05-29 16:09:37,2023-06-15 16:11:42.000000,2023-06-15 16:11:41,3801.0,751.0,112.0,1589.0,8844.0,"Next-gen identity server (think Auth0, Okta, Firebase) with Ory-hardened authentication, MFA, FIDO2, TOTP, WebAuthn,..",201.0,36,True,103.0,42.0,232.0,875.0,2023-04-18 17:07:18,322.0,1791004.0,1.0,0.13.0,30290.0,322.0,oryd/kratos,https://hub.docker.com/r/oryd/kratos,2023-04-18 17:07:17.440071,109206277.0,,,,,,16.0,,,,https://k8s.ory.sh/helm/charts,,,,,
19,speechbrain,speechbrain/speechbrain,,,voice,,https://github.com/speechbrain/speechbrain,https://github.com/speechbrain/speechbrain,Apache-2.0,2020-04-28 17:48:45,2023-06-15 16:14:44.000000,2023-06-15 13:07:19,8154.0,1077.0,122.0,909.0,6127.0,A PyTorch-based Speech Toolkit.,203.0,36,True,206.0,8.0,109.0,791.0,2023-03-24 17:40:58,768.0,113520.0,1.0,0.5.14,,768.0,,,,,,,,,,,speechbrain,https://pypi.org/project/speechbrain,113520.0,,,,,,
20,casl,stalniy/casl,,,authorization,,https://github.com/stalniy/casl,https://github.com/stalniy/casl,MIT,2017-07-18 17:49:47,2023-06-13 08:48:17.000000,2023-05-29 02:51:43,1475.0,244.0,40.0,317.0,4907.0,CASL is an isomorphic authorization JavaScript library which restricts what resources a given user is allowed to access.,65.0,36,True,43.0,100.0,6.0,410.0,2023-05-05 18:06:03,45867.0,1716269.0,2.0,@casl/mongoose@7.1.3,,45867.0,,,,,,@casl/ability,https://www.npmjs.com/package/@casl/ability,1716269.0,,,,,,,,,,,
21,casbin,casbin/casbin,,,authorization,,https://github.com/casbin/casbin,https://github.com/casbin/casbin,Apache-2.0,2017-04-08 07:51:23,2023-06-15 16:39:35.000000,2023-06-15 13:34:23,1058.0,1492.0,233.0,456.0,15063.0,"An authorization library that supports access control models like ACL, RBAC, ABAC in Golang.",131.0,35,True,11.0,100.0,18.0,708.0,2023-06-15 13:35:56,2446.0,216908.0,2.0,2.71.0,,2446.0,,,,,,casbin,https://www.npmjs.com/package/casbin,149212.0,,,casbin,https://pypi.org/project/casbin,67696.0,,org.casbin:casbin-spring-boot-starter,https://search.maven.org/artifact/org.casbin/casbin-spring-boot-starter,,,
22,insightface,deepinsight/insightface,,,face,,https://github.com/deepinsight/insightface,https://github.com/deepinsight/insightface,MIT,2017-09-01 00:36:51,2023-06-10 16:42:09.000000,2023-06-10 16:42:09,2251.0,4360.0,479.0,141.0,16005.0,State-of-the-art 2D and 3D Face Analysis Project.,54.0,34,True,59.0,1.0,884.0,1314.0,2023-04-02 07:43:27,374.0,29548.0,1.0,0.7,59094.0,374.0,animcogn/insightface,https://hub.docker.com/r/animcogn/insightface,2021-03-18 22:57:48.799620,137.0,,,,,,,,,,,,,,,
23,paddlespeech,PaddlePaddle/PaddleSpeech,,,voice,,https://github.com/PaddlePaddle/PaddleSpeech,https://github.com/PaddlePaddle/PaddleSpeech,Apache-2.0,2017-11-14 12:36:30,2023-06-13 10:31:10.000000,2023-06-13 10:31:10,4711.0,1509.0,181.0,1663.0,7745.0,"Easy-to-use Speech Toolkit including Self-Supervised Learning model, SOTA/Streaming ASR with punctuation, Streaming..",124.0,34,True,124.0,15.0,215.0,1280.0,2023-04-14 09:36:52,59.0,130473.0,3.0,r1.4.1,,59.0,,,,,,,,,,,paddlepaddle,https://pypi.org/project/paddlepaddle,130473.0,,,,,,
24,face-api-js,justadudewhohacks/face-api.js,,,face,,https://github.com/justadudewhohacks/face-api.js,https://github.com/justadudewhohacks/face-api.js,MIT,2018-05-19 06:14:53,2023-01-05 16:14:12.000000,2020-04-22 16:40:10,488.0,3429.0,335.0,106.0,15144.0,JavaScript API for face detection and face recognition in the browser and nodejs with tensorflow.js.,25.0,33,False,,38.0,410.0,387.0,2020-03-22 14:01:55,6621.0,106153.0,2.0,0.22.2,,6621.0,,,,,,face-api.js,https://www.npmjs.com/package/face-api.js,106153.0,,,,,,,,,,,
25,pomerium,pomerium/pomerium,,,machine,,https://github.com/pomerium/pomerium,https://github.com/pomerium/pomerium,Apache-2.0,2019-01-01 08:04:37,2023-06-15 11:51:32.000000,2023-06-13 18:28:41,2906.0,272.0,34.0,3338.0,3578.0,Pomerium is an identity and context-aware access proxy.,89.0,33,True,126.0,100.0,77.0,795.0,2023-05-26 21:06:13,12.0,7046510.0,2.0,0.21.4,43056.0,12.0,pomerium/pomerium,https://hub.docker.com/r/pomerium/pomerium,2023-06-13 20:39:07.104840,373413205.0,,,,,,10.0,,,,,,,,,
26,ockam,build-trust/ockam,,,machine,,https://github.com/build-trust/ockam,https://github.com/build-trust/ockam,Apache-2.0,2018-11-30 18:57:01,2023-06-15 13:57:41.000000,2023-06-15 12:26:02,5839.0,360.0,58.0,3825.0,3284.0,"Orchestrate end-to-end encryption, cryptographic identities, mutual authentication, and authorization policies between..",191.0,32,True,824.0,100.0,185.0,972.0,2023-06-09 21:39:24,179.0,11713.0,2.0,ockam_v0.89.0,222558.0,179.0,,,,,,,,,,,,,,,,,build-trust/ockam/ockam,,
27,cas,apereo/cas,,,idp,,https://github.com/apereo/cas,https://github.com/apereo/cas,Apache-2.0,2011-09-09 01:36:42,2023-06-15 15:25:54.000000,2023-06-06 12:15:34,23179.0,3776.0,608.0,4325.0,10311.0,Apereo CAS - Identity & Single Sign On for all earthlings and beyond.,337.0,31,True,313.0,100.0,,,2023-05-26 05:00:15,,5763.0,2.0,6.6.8,,,apereo/cas,https://hub.docker.com/r/apereo/cas,2023-06-15 01:31:50.880232,812607.0,,,,,,125.0,,,,,,,,,
28,boundary,hashicorp/boundary,,,machine,['hashicorp'],https://github.com/hashicorp/boundary,https://github.com/hashicorp/boundary,MPL-2.0,2020-01-08 18:24:07,2023-06-15 17:48:16.000000,2023-06-15 17:05:16,3202.0,226.0,75.0,3034.0,3627.0,Boundary enables identity-based access management for dynamic infrastructure.,132.0,31,True,385.0,44.0,67.0,228.0,2023-06-12 23:09:58,8.0,176488.0,2.0,0.13.0,,8.0,hashicorp/boundary,https://hub.docker.com/r/hashicorp/boundary,2023-06-12 23:15:35.268469,7236036.0,,,,,,10.0,,,,,,,,,
29,spicedb,authzed/spicedb,,,authorization,,https://github.com/authzed/spicedb,https://github.com/authzed/spicedb,Apache-2.0,2021-08-16 15:32:09,2023-06-15 17:55:40.000000,2023-06-15 16:56:09,2897.0,183.0,34.0,1038.0,3565.0,"Open Source, Google Zanzibar-inspired fine-grained permissions database.",28.0,31,True,344.0,37.0,96.0,254.0,2023-06-13 15:00:58,23.0,19745.0,2.0,1.22.0,15932.0,23.0,authzed/spicedb,https://hub.docker.com/r/authzed/spicedb,2023-06-13 14:22:21.623334,417717.0,,,,,,4.0,,,,,,,,,
30,node-oidc-provider,panva/node-oidc-provider,,,authentication,,https://github.com/panva/node-oidc-provider,https://github.com/panva/node-oidc-provider,MIT,2015-12-02 09:17:41,2023-06-01 19:56:45.000000,2023-06-01 19:56:38,2395.0,709.0,69.0,217.0,2696.0,OpenID Certified OAuth 2.0 Authorization Server implementation for Node.js.,63.0,31,True,29.0,100.0,,,2023-05-30 16:30:27,997.0,123392.0,2.0,8.2.2,,997.0,,,,,,oidc-provider,https://www.npmjs.com/package/oidc-provider,123392.0,,,,,,,,,,,
31,spire,spiffe/spire,,,machine,"['cncf', 'linux-foundation']",https://github.com/spiffe/spire,https://github.com/spiffe/spire,Apache-2.0,2017-08-11 18:46:51,2023-06-15 17:09:59.000000,2023-06-15 17:09:58,6025.0,372.0,83.0,3031.0,1425.0,The SPIFFE Runtime Environment.,156.0,31,True,166.0,81.0,161.0,1068.0,2023-06-14 21:09:11,113.0,1901.0,2.0,1.7.0,129320.0,113.0,ghcr.io/spiffe/spire-server,https://hub.docker.com/r/ghcr.io/spiffe/spire-server,,,,,,,,,,,,,,,,,
32,ageitgey-face-recognition,ageitgey/face_recognition,,,face,,https://github.com/ageitgey/face_recognition,https://github.com/ageitgey/face_recognition,MIT,2017-03-03 21:52:39,2023-05-23 09:52:12.000000,2022-06-10 09:12:18,238.0,12663.0,1575.0,217.0,48562.0,The worlds simplest facial recognition api for Python and the command line.,54.0,30,True,,2.0,699.0,581.0,2018-04-02 17:18:43,,67333.0,2.0,1.2.2,1104.0,,animcogn/face_recognition,https://hub.docker.com/r/animcogn/face_recognition,2021-08-17 00:42:22.824355,6506.0,,,,,,15.0,face_recognition,https://pypi.org/project/face_recognition,67233.0,,,,,,
33,dex,dexidp/dex,,,authentication,['linux-foundation'],https://github.com/dexidp/dex,https://github.com/dexidp/dex,Apache-2.0,2015-08-17 17:57:06,2023-06-15 14:21:53.000000,2023-06-15 14:19:52,2506.0,1418.0,176.0,1769.0,8168.0,OpenID Connect (OIDC) identity and OAuth 2.0 provider with pluggable connectors.,218.0,30,True,154.0,79.0,284.0,775.0,2023-03-20 13:29:42,15.0,3.0,3.0,2.36.0,280.0,15.0,quay.io/dexidp/dex,https://hub.docker.com/r/quay.io/dexidp/dex,,,,,,,1.0,,,,,,,,,,
34,doorkeeper,doorkeeper-gem/doorkeeper,,,authentication,,https://github.com/doorkeeper-gem/doorkeeper,https://github.com/doorkeeper-gem/doorkeeper,MIT,2011-11-18 13:02:01,2023-05-22 09:03:20.000000,2023-05-13 14:03:33,2356.0,999.0,108.0,811.0,5157.0,Doorkeeper is an OAuth 2 provider for Ruby on Rails / Grape.,308.0,30,True,19.0,62.0,20.0,825.0,2023-03-29 07:20:04,7852.0,,3.0,5.6.6,,7852.0,,,,,,,,,,,,,,,,,,doorkeeper,
35,deepface,serengil/deepface,,,face,,https://github.com/serengil/deepface,https://github.com/serengil/deepface,MIT,2020-02-08 20:42:28,2023-06-11 10:02:51.000000,2023-06-11 10:02:50,1018.0,1344.0,103.0,76.0,6607.0,"A Lightweight Face Recognition and Facial Attribute Analysis (Age, Gender, Emotion and Race) Library for Python.",41.0,29,True,26.0,,10.0,693.0,,1538.0,50244.0,2.0,,,1538.0,,,,,,,,,,,deepface,https://pypi.org/project/deepface,50244.0,,,,,,
36,oathkeeper,ory/oathkeeper,,,machine,['ory'],https://github.com/ory/oathkeeper,https://github.com/ory/oathkeeper,Apache-2.0,2017-09-25 11:04:45,2023-06-11 09:56:32.000000,2023-06-11 09:56:32,1318.0,307.0,48.0,701.0,2981.0,"A cloud native Identity & Access Proxy / API (IAP) and Access Control Decision API that authenticates, authorizes, and..",107.0,29,True,25.0,100.0,49.0,265.0,2023-04-26 17:01:50,2.0,1198320.0,3.0,0.40.3,24407.0,2.0,oryd/oathkeeper,https://hub.docker.com/r/oryd/oathkeeper,2023-04-26 17:01:50.032478,82659423.0,,,,,,27.0,,,,,,,,,
37,identity-server,duendesoftware/identityserver,,,authentication,,https://github.com/DuendeSoftware/IdentityServer,https://github.com/DuendeSoftware/IdentityServer,https://duendesoftware.com/license,2020-10-01 08:46:31,2023-06-14 10:58:02.000000,2023-06-09 14:29:35,4828.0,229.0,38.0,627.0,1058.0,The most flexible and standards-compliant OpenID Connect and OAuth 2.x framework for ASP.NET Core.,290.0,29,True,231.0,42.0,59.0,210.0,2023-05-31 23:38:47,1097.0,,3.0,6.3.2,,1097.0,,,,,,,,,,,,,,,,,,,
38,did-jwt,decentralized-identity/did-jwt,,,decentralized,['dif'],https://github.com/decentralized-identity/did-jwt,https://github.com/decentralized-identity/did-jwt,Apache-2.0,2018-02-24 02:00:53,2023-06-14 19:11:16.000000,2023-06-07 20:39:33,575.0,62.0,39.0,201.0,294.0,Create and verify DID verifiable JWTs in Javascript.,40.0,29,True,14.0,97.0,8.0,73.0,2023-06-07 20:40:20,3443.0,80537.0,1.0,7.2.2,,3443.0,,,,,,did-jwt,https://www.npmjs.com/package/did-jwt,80537.0,,,,,,,,,,,
39,faceswap,deepfakes/faceswap,,,face,,https://github.com/deepfakes/faceswap,https://github.com/deepfakes/faceswap,GPL-3.0,2017-12-19 09:44:13,2023-06-15 17:28:57.000000,2023-06-15 17:28:37,1729.0,12254.0,1520.0,505.0,45852.0,Deepfakes Software For All.,96.0,28,True,7.0,3.0,21.0,786.0,2020-08-14 17:28:01,,3828.0,3.0,2.0.0,199093.0,,,,,,,,,,1.0,,,,,,,,,,
40,authelia,authelia/authelia,,,idp,,https://github.com/authelia/authelia,https://github.com/authelia/authelia,Apache-2.0,2016-12-07 00:56:57,2023-06-15 17:57:56.000000,2023-06-15 17:57:55,4399.0,902.0,156.0,4207.0,16614.0,The Single Sign-On Multi-Factor portal for web apps.,126.0,28,True,373.0,100.0,70.0,1039.0,2022-12-21 09:01:04,2.0,574.0,2.0,4.37.5,23552.0,2.0,,,,,,,,,,,,,,,,,,,
41,openface,cmusatyalab/openface,,,face,,https://github.com/cmusatyalab/openface,https://github.com/cmusatyalab/openface,Apache-2.0,2015-09-16 12:47:27,2023-06-14 17:20:44.000000,2023-06-14 17:20:41,735.0,3469.0,762.0,73.0,14781.0,Face recognition with deep neural networks.,30.0,28,True,1.0,4.0,9.0,370.0,2016-02-25 17:42:46,66.0,1715.0,3.0,0.2.1,,66.0,bamos/openface,https://hub.docker.com/r/bamos/openface,2018-06-18 18:11:58.528635,159581.0,,,,,-1.0,70.0,,,,,,,,,
42,casdoor,casdoor/casdoor,,,idp,,https://github.com/casdoor/casdoor,https://github.com/casdoor/casdoor,Apache-2.0,2020-10-22 14:40:03,2023-06-15 16:15:45.000000,2023-06-15 13:04:09,1692.0,746.0,51.0,1066.0,6438.0,An open-source Identity and Access Management (IAM) / Single-Sign-On (SSO) platform powered by Casbin and AI gateway..,128.0,28,True,242.0,100.0,100.0,745.0,2023-06-15 13:14:29,1.0,1681.0,2.0,1.339.0,,1.0,casbin/casdoor,https://hub.docker.com/r/casbin/casdoor,2023-06-15 16:12:16.676902,53793.0,,,,,,8.0,,,,,,,,,
43,logto,logto-io/logto,,,idp,,https://github.com/logto-io/logto,https://github.com/logto-io/logto,MPL-2.0,2021-06-19 03:01:50,2023-06-15 16:12:14.000000,2023-06-15 10:56:32,4317.0,214.0,34.0,3749.0,5923.0,Logto is a cost-effective open-source alternative to Auth0. It offers a seamless developer experience and is well-..,37.0,28,True,544.0,43.0,54.0,204.0,2023-06-07 04:49:52,6.0,611.0,2.0,1.5.0,2004.0,6.0,svhd/logto,https://hub.docker.com/r/svhd/logto,2023-06-15 11:08:45.311386,11246.0,,,,,,1.0,,,,,,,,,
44,boulder,letsencrypt/boulder,,,pki,['linux-foundation'],https://github.com/letsencrypt/boulder,https://github.com/letsencrypt/boulder,MPL-2.0,2014-12-21 00:29:54,2023-06-15 18:10:03.000000,2023-06-13 17:15:40,6212.0,527.0,139.0,4119.0,4656.0,"An ACME-based certificate authority, written in Go.",125.0,28,True,117.0,71.0,180.0,2625.0,2023-06-12 21:11:48,,22408.0,2.0,release-2023-06-12,53205.0,,letsencrypt/boulder-tools,https://hub.docker.com/r/letsencrypt/boulder-tools,2023-05-03 02:37:18.589906,1923882.0,,,,,,12.0,,,,,,,,,
45,zitadel,zitadel/zitadel,,,idp,,https://github.com/zitadel/zitadel,https://github.com/zitadel/zitadel,Apache-2.0,2020-03-16 13:51:31,2023-06-15 16:56:05.000000,2023-06-15 09:04:27,2235.0,188.0,23.0,4212.0,3645.0,ZITADEL - The best of Auth0 and Keycloak combined. Built for the serverless era.,54.0,28,True,208.0,100.0,364.0,1140.0,2023-06-12 06:46:38,1.0,375.0,2.0,2.27.2,2255.0,1.0,ghcr.io/zitadel/zitadel,https://hub.docker.com/r/ghcr.io/zitadel/zitadel,,,,,,,,,,,,https://charts.zitadel.com,,,,,
46,oso,osohq/oso,,,authorization,,https://github.com/osohq/oso,https://github.com/osohq/oso,Apache-2.0,2020-05-04 20:05:50,2023-05-05 21:07:42.000000,2023-05-04 20:09:28,1191.0,147.0,31.0,1503.0,3069.0,Oso is a batteries-included framework for building authorization in your application.,62.0,28,True,16.0,100.0,102.0,98.0,2023-04-03 23:25:23,70.0,40985.0,3.0,0.27.0,2353.0,70.0,,,,,,,,,,,oso,https://pypi.org/project/oso,40901.0,,,,,,
47,node-solid-server,nodesolidserver/node-solid-server,,,decentralized,['solid'],https://github.com/nodeSolidServer/node-solid-server,https://github.com/nodeSolidServer/node-solid-server,MIT,2014-09-21 22:05:03,2023-04-17 21:26:30.000000,2023-04-06 13:30:49,2951.0,284.0,82.0,828.0,1739.0,Solid server on top of the file-system in NodeJS.,85.0,28,True,7.0,51.0,278.0,610.0,2023-03-17 17:09:04,38.0,9122.0,1.0,5.7.7,,38.0,nodesolidserver/node-solid-server,https://hub.docker.com/r/nodesolidserver/node-solid-server,2023-04-06 13:43:13.183129,869069.0,,solid-server,https://www.npmjs.com/package/solid-server,846.0,-1.0,4.0,,,,,,,,,
