,name,homepage,category,description,resource,labels,projectrank,show,github_id,npm_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,release_count,dependent_project_count,github_dependent_project_count,contributor_count,npm_url,npm_monthly_downloads,monthly_downloads,projectrank_placing,dockerhub_id,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,pypi_id,pypi_url,pypi_monthly_downloads,helm_id,maven_id,maven_url,brew_id,trending,updated_github_id,gem_url,apt_id
128,cf-identity-wallet,https://github.com/cardano-foundation/cf-identity-wallet,ssi-agents,Identity Wallet is an open source mobile application developed by the Cardano Foundation. It provides a digital..,,,12,False,cardano-foundation/cf-identity-wallet,,https://github.com/cardano-foundation/cf-identity-wallet,MPL-2.0,2022-12-19 13:49:48,2023-12-28 10:27:55.000000,2023-12-15 15:22:57,342.0,133.0,4.0,17.0,311.0,,,54.0,,,,10.0,,,,3.0,,,,,,,,,,,,,,,,,,,
129,did-key.js,https://github.com/transmute-industries/did-key.js,dids,A DID Key Implementation in TypeScript.,,,12,False,transmute-industries/did-key.js,,https://github.com/transmute-industries/did-key.js,Apache-2.0,2020-06-09 00:16:20,2023-03-15 09:01:48.000000,2022-12-12 16:31:36,556.0,,13.0,9.0,260.0,37.0,10.0,50.0,,180.0,180.0,9.0,,,,3.0,,,,,,,,,,,,,,,,,,,
130,did-key.rs,https://github.com/decentralized-identity/did-key.rs,dids,Rust implementation of the did:key method.,,['dif'],12,False,decentralized-identity/did-key.rs,,https://github.com/decentralized-identity/did-key.rs,Apache-2.0,2021-01-18 13:26:31,2023-02-10 20:11:47.000000,2023-02-10 20:11:40,37.0,,21.0,14.0,27.0,7.0,8.0,47.0,,56.0,56.0,11.0,,,,3.0,,,,,,,,,,,,,,,,,,,
131,sphereon-ssi-mobile-wallet,https://github.com/Sphereon-Opensource/ssi-mobile-wallet,ssi-agents,Open-Source Mobile SSI Wallet.,,,11,False,sphereon-opensource/ssi-mobile-wallet,,https://github.com/Sphereon-Opensource/ssi-mobile-wallet,GPL-3.0,2022-11-08 00:55:26,2023-12-19 14:30:42.000000,2023-12-19 14:30:38,913.0,86.0,8.0,6.0,158.0,7.0,10.0,38.0,,,,8.0,,,,3.0,,,,,,,,,,,,,,,,,,,
132,waltid-identity,https://github.com/walt-id/waltid-identity,ssi-sdks,All-In-One identity and wallet toolkit.,,,11,False,walt-id/waltid-identity,,https://github.com/walt-id/waltid-identity,Apache-2.0,2023-10-05 20:33:14,2023-12-27 09:27:05.000000,2023-12-27 09:26:35,268.0,268.0,5.0,1.0,46.0,7.0,2.0,37.0,57.0,,,7.0,,,,3.0,waltid/identity,,,,https://hub.docker.com/r/waltid/identity,,,,,,,,,,,,,,
133,waltid-web-wallet,https://github.com/walt-id/waltid-web-wallet,ssi-agents,Custodian identity wallet white-label solution.,,,11,False,walt-id/waltid-web-wallet,,https://github.com/walt-id/waltid-web-wallet,,2023-07-27 19:04:55,2023-12-08 02:28:13.000000,2023-11-24 22:24:16,180.0,85.0,1.0,1.0,69.0,,6.0,,48.0,,,8.0,,,434.0,3.0,waltid/ssikit-web-wallet,2023-11-24 22:29:54,1.2311242224.0,,https://hub.docker.com/r/waltid/ssikit-web-wallet,2023-06-29 16:56:55.416195,,2174.0,,,,,,,,,,,
134,kepler,https://github.com/spruceid/kepler,ssi-infra,Decentralized storage based on permissioned data overlays called orbits.,,,10,False,spruceid/kepler,,https://github.com/spruceid/kepler,Apache-2.0,2021-03-22 16:14:05,2023-10-20 13:00:41.000000,2023-07-27 11:22:21,202.0,,10.0,20.0,123.0,9.0,15.0,70.0,,,,8.0,,,,3.0,,,,,,,,,,,,,,,,,,,
135,universal-wallet-interop-spec,https://github.com/w3c-ccg/universal-wallet-interop-spec,protocols,A data model and abstract interfaces for digital wallets.,,['w3c'],10,False,w3c-ccg/universal-wallet-interop-spec,,https://github.com/w3c-ccg/universal-wallet-interop-spec,W3C,2020-08-25 01:43:15,2023-05-18 13:45:33.000000,2023-02-22 15:32:05,319.0,,12.0,45.0,47.0,42.0,24.0,53.0,,2.0,2.0,10.0,,,,3.0,,,,,,,,,,,,,,,,,,,
136,credible,https://github.com/spruceid/wallet,ssi-agents,A reference credential wallet built on Flutter and DIDKit.,,,10,False,spruceid/wallet,,https://github.com/spruceid/wallet,Apache-2.0,2020-07-23 21:18:28,2023-11-21 15:13:51.000000,2023-10-02 22:37:32,194.0,1.0,17.0,19.0,73.0,10.0,24.0,40.0,,,,12.0,,,,3.0,,,,,,,,,,,,,,,,,,,
137,vlei,https://github.com/WebOfTrust/vLEI,credentials,Public Open Specifications for GLEIF vLEI (verifiable Legal Entity Identifiers).,,,10,False,weboftrust/vlei,,https://github.com/WebOfTrust/vLEI,Apache-2.0,2021-04-19 14:33:35,2023-11-22 18:27:37.000000,2023-11-22 14:33:11,88.0,3.0,11.0,9.0,34.0,21.0,27.0,25.0,,,,6.0,,,,3.0,,,,,,,,,,,,,,,,,,,
138,ion-tools,https://github.com/decentralized-identity/ion-tools,dids,Tools and utilities to make working with the ION network and using ION DIDs easy peasy lemon squeezy.,,,9,False,decentralized-identity/ion-tools,,https://github.com/decentralized-identity/ion-tools,Apache-2.0,2021-03-22 20:30:11,2023-07-31 13:48:45.000000,2023-07-31 13:48:42,119.0,,35.0,16.0,23.0,19.0,14.0,139.0,,,,10.0,,,,3.0,,,,,,,,,,,,,,,,,,,
139,keri,https://github.com/WebOfTrust/keri,protocols,KERI Community Development Efforts Meetings Discussion.,,['weboftrust'],9,False,weboftrust/keri,,https://github.com/WebOfTrust/keri,Apache-2.0,2021-10-11 17:54:56,2023-12-21 21:16:29.000000,2023-12-08 16:25:57,245.0,1.0,12.0,10.0,23.0,1.0,3.0,37.0,,,,8.0,,,,3.0,,,,,,,,,,,,,,,,-1.0,,,
140,identity-credential,https://github.com/WICG/identity-credential,credentials,Proposals related to the invocation of digital identity wallets from the web.,,['w3c'],9,False,wicg/identity-credential,,https://github.com/WICG/identity-credential,,2023-04-23 18:07:46,2023-12-18 23:05:24.000000,2023-12-18 23:05:24,59.0,22.0,3.0,21.0,14.0,21.0,17.0,26.0,,,,8.0,,,,3.0,,,,,,,,,,,,,,,,,,,
141,entra-verifiedid-wallet-library-ios,https://github.com/microsoft/entra-verifiedid-wallet-library-ios,ssi-sdks,A library to manage your Decentralized Identities and Verified IDs on iOS.,,,8,False,microsoft/entra-verifiedid-wallet-library-ios,,https://github.com/microsoft/entra-verifiedid-wallet-library-ios,MIT,2022-11-17 19:38:59,2023-11-06 21:37:50.000000,2023-10-06 14:24:02,60.0,2.0,3.0,10.0,57.0,2.0,1.0,13.0,2.0,,,3.0,,,,3.0,,2023-06-19 17:55:50,1.0.0,,,,,,,,,,,,,-1.0,,,
142,pyMDOC-CBOR,https://github.com/IdentityPython/pyMDOC-CBOR,credentials-sdks,MDOC CBOR static Verifier and Issuer for EUDI Wallet PID and mDL use cases.,,,8,False,IdentityPython/pyMDOC-CBOR,,https://github.com/IdentityPython/pyMDOC-CBOR,Apache-2.0,2023-04-23 15:28:16,2023-12-06 17:35:36.000000,2023-12-06 17:35:36,47.0,3.0,3.0,9.0,,1.0,,8.0,,,,,,,,3.0,,,,,,,,,pymdoccobr,https://pypi.org/project/pymdoccobr,,,,,,,,,
143,entra-verifiedid-wallet-library-android,https://github.com/microsoft/entra-verifiedid-wallet-library-android,ssi-sdks,A library to manage your Decentralized Identities and Verified IDs on Android.,,,7,False,microsoft/entra-verifiedid-wallet-library-android,,https://github.com/microsoft/entra-verifiedid-wallet-library-android,MIT,2022-11-17 18:59:22,2023-12-09 19:07:09.000000,2023-10-06 18:01:30,61.0,2.0,2.0,10.0,60.0,1.0,1.0,15.0,2.0,,,5.0,,,,3.0,,2023-06-20 20:22:25,1.0.0,,,,,,,,,,,,,,,,
144,ejbca-ce,{},pki,EJBCA Open source public key infrastructure (PKI) and certificate authority (CA) software.,,,2,False,Keyfactor/ejbca,,,,,2023-12-07 12:20:56.570544,,,,,,,,,27.0,,,,,,,,3.0,keyfactor/ejbca-ce,,,,https://hub.docker.com/r/keyfactor/ejbca-ce,2023-12-07 12:20:56.570544,27.0,64032.0,,,,,,,,,,,
145,cfssl,{},pki,CloudFlares PKI toolkit.,,,2,False,cloudfare/cfssl,,,,,2023-12-20 17:34:02.992836,,,,,,,,,22.0,,,,,,,,3.0,cfssl/cfssl,,,,https://hub.docker.com/r/cfssl/cfssl,2023-12-20 17:34:02.992836,22.0,4079958.0,,,,,,,,,,,
146,vc-api,{},protocols,,,['w3c'],1,False,w3c-ccg/vs-api,,,W3C,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
147,decentralized-web-node,{},protocols,,,"['dif', 'web5']",0,False,decentralized-identity/decentralize-web-node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,didcomm-messaging,{},protocols,,,['dif'],0,False,decentralized-identity/didcomm-messagging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
