,name,homepage,category,description,resource,labels,projectrank,show,github_id,npm_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,contributor_count,npm_url,npm_monthly_downloads,monthly_downloads,projectrank_placing,github_release_downloads,pypi_id,pypi_url,pypi_monthly_downloads,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,maven_id,maven_url,helm_id,brew_id,gem_url,apt_id,github,github-id
54,opal,https://github.com/permitio/opal,authorization,"Policy and data administration, distribution, and real-time updates on top of Policy Agents (OPA, Cedar, ...).",,,28,True,permitio/opal,,https://github.com/permitio/opal,Apache-2.0,2021-02-14 11:37:31,2025-09-13 07:48:44.000000,2025-09-09 21:45:13,2055.0,20.0,233.0,32.0,574.0,52.0,113.0,5355.0,2025-08-03 10:53:17,0.8.3,55.0,47.0,47.0,71.0,,,6684.0,3.0,1687.0,,,,,permitio/opal-server,https://hub.docker.com/r/permitio/opal-server,2025-08-03 11:01:48.939084,1.0,365968.0,,,,,,,,,
55,jansen,https://github.com/JanssenProject/jans,idp,"The Janssen Project is a home for open source IAM components, featuring Auth Server (OAuth/OpenID), Agama low-code..",,['linux-foundation'],28,True,janssenproject/jans,,https://github.com/JanssenProject/jans,Apache-2.0,2020-11-03 15:00:37,2025-09-18 18:16:43.000000,2025-09-18 07:34:13,35265.0,207.0,92.0,30.0,6987.0,379.0,4634.0,573.0,2025-09-11 10:19:46,1.11.0,100.0,8.0,8.0,129.0,,,513.0,3.0,11820.0,,,,,,,,,,,,,,,,,,
56,ethr-did-resolver,https://github.com/decentralized-identity/ethr-did-resolver,dids,DID resolver for Ethereum Addresses with support for key management.,,['dif'],28,True,decentralized-identity/ethr-did-resolver,ethr-did-resolver,https://github.com/decentralized-identity/ethr-did-resolver,Apache-2.0,2018-03-31 18:40:19,2025-09-15 04:53:16.000000,2025-09-15 01:57:57,535.0,10.0,75.0,27.0,157.0,5.0,48.0,225.0,2025-08-10 14:02:43,11.0.5,71.0,1829.0,1829.0,28.0,https://www.npmjs.com/package/ethr-did-resolver,22528.0,22528.0,1.0,,,,,,,,,,,,,,,,,,,
57,faceswap,https://github.com/deepfakes/faceswap,biometrics,Deepfakes Software For All.,,,27,True,deepfakes/faceswap,,https://github.com/deepfakes/faceswap,GPL-3.0,2017-12-19 09:44:13,2025-09-18 13:22:25.000000,2025-09-18 13:22:18,1840.0,5.0,13277.0,1539.0,527.0,34.0,849.0,54498.0,2023-06-18 18:08:19,2.2.0,4.0,,,98.0,,,501.0,3.0,39619.0,,,,,,,,,,,,,,,,,,
58,face-api-js,https://github.com/justadudewhohacks/face-api.js,biometrics,JavaScript API for face detection and face recognition in the browser and nodejs with tensorflow.js.,,,27,False,justadudewhohacks/face-api.js,face-api.js,https://github.com/justadudewhohacks/face-api.js,MIT,2018-05-19 06:14:53,2024-01-24 09:25:35.000000,2020-04-22 16:40:10,488.0,,3801.0,347.0,113.0,452.0,393.0,17527.0,2020-03-22 14:01:55,0.22.2,38.0,,,25.0,https://www.npmjs.com/package/face-api.js,193672.0,193672.0,3.0,,,,,,,,,,,,,,,,,,,
59,permify,https://github.com/Permify/permify,authorization,"An open-source authorization as a service inspired by Google Zanzibar, designed to build and manage fine-grained and..",,,27,True,permify/permify,,https://github.com/Permify/permify,AGPL-3.0,2022-07-14 11:16:57,2025-09-17 18:27:55.000000,2025-09-17 18:27:53,5088.0,403.0,260.0,26.0,2128.0,50.0,276.0,5575.0,2025-09-09 11:40:04,1.4.4,100.0,4.0,4.0,69.0,,,418.0,3.0,11722.0,,,,,ghcr.io/permify/permify,https://hub.docker.com/r/ghcr.io/permify/permify,,,,,,,,,,,,
60,oso,https://github.com/osohq/oso,authorization,Deprecated: See README.,,,27,True,osohq/oso,,https://github.com/osohq/oso,Apache-2.0,2020-05-04 20:05:50,2025-02-26 16:59:39.000000,2025-02-26 16:59:37,1215.0,,181.0,27.0,1529.0,110.0,104.0,3490.0,2024-01-13 04:08:30,0.27.3,100.0,212.0,212.0,68.0,,,15055.0,3.0,3585.0,oso,https://pypi.org/project/oso,14990.0,,,,,,,,,,,,,,,
61,lemur,https://github.com/Netflix/lemur,pki,Repository for the Lemur Certificate Manager.,,,27,True,netflix/lemur,,https://github.com/Netflix/lemur,Apache-2.0,2015-06-16 16:36:07,2025-09-18 18:29:33.000000,2025-09-18 18:29:25,7061.0,153.0,316.0,421.0,4695.0,102.0,448.0,1756.0,2024-06-11 16:44:34,1.8.2,31.0,43.0,43.0,156.0,,,0.0,2.0,64.0,,,,,,,,,,,,,,,,,,
62,athenz,https://github.com/AthenZ/athenz,pki,Open source platform for X.509 certificate based service authentication and fine grained access control in dynamic..,,['linux-foundation'],27,True,athenz/athenz,,https://github.com/AthenZ/athenz,Apache-2.0,2016-11-16 18:23:08,2025-09-16 16:45:09.000000,2025-09-16 16:45:09,3519.0,85.0,285.0,52.0,2764.0,30.0,256.0,957.0,2025-09-16 16:40:32,1.12.25,100.0,366.0,366.0,97.0,,,,2.0,,,,,,,,,,,,,,,,,,,
63,did-jwt-vc,https://github.com/decentralized-identity/did-jwt-vc,ssi-sdks,Create and verify W3C Verifiable Credentials and Presentations in JWT format.,,['dif'],27,True,decentralized-identity/did-jwt-vc,did-jwt-vc,https://github.com/decentralized-identity/did-jwt-vc,Apache-2.0,2019-07-22 20:20:06,2025-09-18 08:31:07.000000,2025-09-07 23:27:13,402.0,5.0,45.0,21.0,103.0,5.0,48.0,201.0,2025-08-26 05:57:14,4.0.16,70.0,1310.0,1310.0,22.0,https://www.npmjs.com/package/did-jwt-vc,55699.0,55699.0,1.0,,,,,,,,,,,,,,,,,,,
64,hanko,https://github.com/teamhanko/hanko,idp,"Privacy-first authentication and user management for B2C and B2B. Open source alternative to Auth0, Cognito, Clerk,..",,,26,False,teamhanko/hanko,,https://github.com/teamhanko/hanko,,2022-03-14 17:03:46,2025-09-15 19:14:38.000000,2025-09-02 14:18:13,2289.0,18.0,961.0,41.0,1792.0,38.0,358.0,8362.0,2025-08-28 07:35:18,backend/v2.1.1,35.0,326.0,326.0,51.0,,,21.0,3.0,832.0,,,,,,,,,,,,,,,,,,
65,fido2-net-lib,https://github.com/passwordless-lib/fido2-net-lib,authentication,"Passkeys, FIDO2 and WebAuhtn .NET library.",,,26,True,passwordless-lib/fido2-net-lib,,https://github.com/passwordless-lib/fido2-net-lib,MIT,2018-05-31 07:51:51,2025-09-05 08:25:29.000000,2025-09-04 07:51:02,678.0,23.0,191.0,40.0,333.0,28.0,243.0,1339.0,2025-08-29 13:12:19,4.0.0,21.0,349.0,349.0,51.0,,,,2.0,,,,,,,,,,,,,,,,,,,
66,aries-python,https://github.com/openwallet-foundation/acapy,ssi-sdks,ACA-Py is a foundation for building decentralized identity applications and services running in non-mobile environments.,,['hyperledger'],26,True,hyperledger/aries-cloudagent-python,,https://github.com/openwallet-foundation/acapy,Apache-2.0,2019-06-24 18:12:14,2025-09-16 18:26:15.000000,2025-09-16 18:26:14,10162.0,78.0,499.0,27.0,2476.0,138.0,1267.0,462.0,2025-08-26 19:35:08,1.3.2,100.0,,,161.0,,,,1.0,,,,,,,,,,,openwallet-foundation/acapy,,,,,,,,
67,node-solid-server,https://github.com/nodeSolidServer/node-solid-server,ssi-agents,Solid server on top of the file-system in NodeJS.,,['solid'],25,True,nodesolidserver/node-solid-server,solid-server,https://github.com/nodeSolidServer/node-solid-server,MIT,2014-09-21 22:05:03,2025-04-17 17:54:55.000000,2025-04-17 17:54:55,3211.0,,298.0,76.0,876.0,288.0,642.0,1787.0,2025-02-21 20:25:35,5.8.5,59.0,3.0,3.0,89.0,https://www.npmjs.com/package/solid-server,1032.0,8646.0,1.0,,,,,,nodesolidserver/node-solid-server,https://hub.docker.com/r/nodesolidserver/node-solid-server,2024-04-30 17:23:49.835167,5.0,1005083.0,,,,,,,,,
68,maxkey,https://github.com/dromara/MaxKey,idp,"Dromara MaxKey SSO ,Leading-Edge IAM-IDaas(Identity and Access Management) Product , Under Apache-2.0 is free IAM-..",,,25,True,dromara/MaxKey,,https://github.com/dromara/MaxKey,Apache-2.0,2016-11-16 03:06:50,2025-09-12 06:48:17.000000,2025-09-12 06:31:55,2625.0,47.0,372.0,30.0,117.0,4.0,127.0,1777.0,2025-08-01 01:01:24,4.1.8,69.0,,,56.0,,,329.0,3.0,,,,,1.0,maxkeytop/maxkey,https://hub.docker.com/r/maxkeytop/maxkey,2025-08-05 02:02:03.620145,5.0,34926.0,,,,,,,,,
69,py_webauthn,https://github.com/duo-labs/py_webauthn,authentication,Pythonic WebAuthn.,,,25,True,duo-labs/py_webauthn,,https://github.com/duo-labs/py_webauthn,BSD-3-Clause,2017-11-10 18:02:28,2025-09-04 23:18:43.000000,2025-09-04 23:17:58,548.0,5.0,178.0,34.0,143.0,1.0,106.0,979.0,2025-09-04 23:18:52,2.7.0,35.0,,,31.0,,,975493.0,3.0,,webauthn,https://pypi.org/project/webauthn,975493.0,-1.0,,,,,,,,,,,,,,
70,veramo,https://github.com/decentralized-identity/veramo,ssi-sdks,A JavaScript Framework for Verifiable Data.,,,25,True,decentralized-identity/veramo,,https://github.com/decentralized-identity/veramo,Apache-2.0,2019-11-12 14:18:17,2025-09-18 10:48:10.000000,2025-09-13 07:28:59,1911.0,11.0,132.0,24.0,850.0,65.0,392.0,494.0,2024-04-02 18:54:31,6.0.0,44.0,884.0,884.0,58.0,,,,1.0,,,,,,,,,,,,,,,,,,,
71,deepfacelab,https://github.com/iperov/DeepFaceLab,biometrics,DeepFaceLab is the leading software for creating deepfakes.,,,24,True,iperov/DeepFaceLab,,https://github.com/iperov/DeepFaceLab,GPL-3.0,2018-06-04 13:10:00,2024-11-13 19:29:05.000000,2024-11-13 19:29:05,1317.0,,689.0,55.0,131.0,531.0,786.0,18585.0,2020-04-09 05:48:48,DF.wf.288res.384.92.72.22,2.0,21.0,21.0,22.0,,,3259.0,3.0,215135.0,,,,,,,,,,,,,,,,,,
72,conjur,https://github.com/cyberark/conjur,machine,CyberArk Conjur automatically secures secrets used by privileged users and machine identities.,,,24,True,cyberark/conjur,,https://github.com/cyberark/conjur,LGPL,2016-06-28 21:18:07,2025-07-23 19:37:12.000000,2025-06-30 20:27:08,3875.0,4.0,130.0,46.0,1907.0,137.0,972.0,887.0,2025-07-23 18:34:26,1.22.2,80.0,,,104.0,,,67527.0,3.0,1355.0,,,,,cyberark/conjur,https://hub.docker.com/r/cyberark/conjur,2025-07-23 18:32:01.272135,30.0,7494010.0,,,,,,,,,
73,universal-resolver,https://github.com/decentralized-identity/universal-resolver,dids,Universal Resolver implementation and drivers.,,,24,True,decentralized-identity/universal-resolver,,https://github.com/decentralized-identity/universal-resolver,Apache-2.0,2017-08-01 18:25:42,2025-09-18 14:17:54.437087,2025-09-18 14:01:34,2006.0,96.0,258.0,57.0,385.0,34.0,89.0,611.0,2022-01-07 16:42:38,0.5.0,6.0,,,127.0,,,1470.0,2.0,,,,,,universalresolver/uni-resolver-web,https://hub.docker.com/r/universalresolver/uni-resolver-web,2025-09-18 14:17:54.437087,,142636.0,,,,,,,,,
74,iota-identity,https://github.com/iotaledger/identity,ssi-sdks,Implementation of the Decentralized Identity standards such as DID and Verifiable Credentials by W3C for the IOTA..,,,24,True,iotaledger/identity.rs,,https://github.com/iotaledger/identity,Apache-2.0,2020-02-06 14:33:11,2025-09-17 08:34:47.000000,2025-09-17 08:32:42,1701.0,22.0,93.0,26.0,1276.0,97.0,318.0,333.0,2025-09-17 08:36:18,1.6.0-beta.7,45.0,150.0,150.0,44.0,,,,1.0,,,,,,,,,,,iotaledger/identity,,,,,,,,
75,aries-mobile-agent-react-native,https://github.com/openwallet-foundation/bifold-wallet,ssi-agents,Bifold is an extensible open-source React Native project designed to enhance the way we interact with digital..,,['hyperledger'],24,True,hyperledger/aries-mobile-agent-react-native,,https://github.com/openwallet-foundation/bifold-wallet,Apache-2.0,2020-11-06 19:58:19,2025-09-18 17:39:48.000000,2025-09-18 17:39:48,2070.0,64.0,162.0,26.0,1348.0,32.0,260.0,176.0,2025-09-17 17:58:27,2.7.4,31.0,5.0,5.0,62.0,,,,1.0,,,,,,,,,,,openwallet-foundation/bifold-wallet,,,,,,,,
76,supertokens,https://github.com/supertokens/supertokens-core,idp,Open source alternative to Auth0 / Firebase Auth / AWS Cognito.,,,23,True,supertokens/supertokens-core,,https://github.com/supertokens/supertokens-core,https://github.com/supertokens/supertokens-core/blob/4a134fff6e96c46546fd11d66592d75c9fcef614/ee/LICENSE.md,2020-01-05 13:30:52,2025-09-17 14:41:06.000000,2025-09-01 07:11:10,1338.0,22.0,610.0,65.0,636.0,128.0,398.0,14518.0,2025-07-30 09:21:09,11.0.5,91.0,,,32.0,,,,3.0,,,,,,registry.supertokens.io/supertokens/supertokens-postgresql,https://hub.docker.com/r/registry.supertokens.io/supertokens/supertokens-postgresql,,,,,,,,,,,,
77,freeipa,https://github.com/freeipa/freeipa,idp,"Mirror of FreeIPA, an integrated security information management solution.",,,23,True,freeipa/freeipa,,https://github.com/freeipa/freeipa,GPL-3.0,2012-05-15 20:34:40,2025-09-18 15:22:48.000000,2025-09-18 15:22:19,16242.0,42.0,342.0,49.0,7949.0,,,1299.0,,,,,,241.0,,,38251.0,3.0,,,,,,freeipa/freeipa-server,https://hub.docker.com/r/freeipa/freeipa-server,2025-09-17 06:01:29.617786,176.0,6120177.0,,,,,,,,,
78,waltid-identity,https://github.com/walt-id/waltid-identity,ssi-sdks,All-in-one open-source identity and wallet toolkit.,,,23,True,walt-id/waltid-identity,,https://github.com/walt-id/waltid-identity,Apache-2.0,2023-10-05 20:33:14,2025-09-18 16:38:08.000000,2025-09-18 08:11:32,10869.0,627.0,84.0,8.0,969.0,6.0,259.0,212.0,2025-07-22 15:14:36,0.15.1,100.0,,,35.0,,,,2.0,,,,,,waltid/identity,https://hub.docker.com/r/waltid/identity,,,,,,,,,,,,
79,hyperledger-anoncreds-rs,https://github.com/hyperledger/anoncreds-rs,ssi-sdks,anoncreds-rs.,,['hyperledger'],23,False,hyperledger/anoncreds-rs,,https://github.com/hyperledger/anoncreds-rs,Apache-2.0,2022-10-20 16:09:54,2025-09-13 08:59:17.000000,2025-09-13 08:59:17,809.0,4.0,56.0,13.0,243.0,31.0,89.0,80.0,2025-09-11 14:31:22,0.2.1,31.0,74.0,74.0,27.0,,,9134.0,2.0,292306.0,,,,2.0,,,,,,,,,,,,,,
80,howdy,https://github.com/boltgolt/howdy,authentication,Windows Hello style facial authentication for Linux.,,,22,True,boltgolt/howdy,,https://github.com/boltgolt/howdy,MIT,2018-01-05 00:54:21,2025-07-29 10:07:27.000000,2025-06-22 10:19:45,592.0,4.0,335.0,64.0,161.0,269.0,607.0,6701.0,2020-09-02 15:57:23,2.6.1,11.0,,,69.0,,,285.0,3.0,25969.0,,,,,,,,,,,,,,,,howdy,,
81,openbr,https://github.com/biometrics/openbr,biometrics,"Open Source Biometrics, Face Recognition.",,,22,False,biometrics/openbr,,https://github.com/biometrics/openbr,,2012-12-20 02:52:37,2025-09-09 18:33:30.000000,2025-07-31 17:42:07,4075.0,8.0,781.0,244.0,363.0,64.0,210.0,2887.0,2015-09-29 22:50:55,1.1.0,4.0,,,60.0,,,859.0,3.0,122115.0,,,,,,,,,,,,,,,,,,
82,keystone,https://github.com/openstack/keystone,idp,OpenStack Identity (Keystone). Mirror of code maintained at opendev.org.,,['openstack'],22,True,openstack/keystone,,https://github.com/openstack/keystone,Apache-2.0,2013-05-30 14:48:39,2025-09-15 10:55:48.000000,2025-08-27 19:14:12,15228.0,16.0,673.0,109.0,19.0,,,706.0,,,,181.0,181.0,754.0,,,,3.0,,,,,,,,,,,,,,,,,,,
83,passwordlessid-webauthn,https://github.com/passwordless-id/webauthn,authentication,"Webauthn / passkeys helper library to make your life easier. Client side, server side and demo included.",,,22,True,passwordless-id/webauthn,passwordless-id/webauthn,https://github.com/passwordless-id/webauthn,MIT,2022-08-11 07:41:33,2025-07-28 19:27:56.000000,2025-07-28 19:27:49,287.0,8.0,58.0,7.0,35.0,1.0,59.0,551.0,2025-06-29 14:25:26,2.3.1,38.0,5374.0,5374.0,20.0,https://www.npmjs.com/package/passwordless-id/webauthn,,,3.0,,,,,,,,,,,,,,,,,,,
84,dogtagpki,https://github.com/dogtagpki/pki,pki,The Dogtag Certificate System is an enterprise-class Certificate Authority (CA) which supports all aspects of..,,,22,True,dogtagpki/pki,,https://github.com/dogtagpki/pki,GPL-2.0,2017-02-16 19:36:36,2025-09-03 16:18:18.000000,2025-09-01 15:27:01,14601.0,49.0,143.0,15.0,2172.0,100.0,2902.0,438.0,2023-06-16 12:51:58,11.4.3,55.0,,,92.0,,,105.0,3.0,9941.0,,,,,,,,,,,,,,,,,,
85,credo-ts,https://github.com/openwallet-foundation/credo-ts,ssi-sdks,Typescript framework for building decentralized identity and verifiable credential solutions.,,['openwallet-foundation'],22,True,openwallet-foundation/credo-ts,,https://github.com/openwallet-foundation/credo-ts,Apache-2.0,2019-11-20 17:23:33,2025-09-18 14:41:21.000000,2025-09-18 14:36:27,1207.0,42.0,218.0,27.0,1519.0,222.0,622.0,313.0,2025-09-02 11:27:35,0.5.17,100.0,,,80.0,,,,2.0,,,,,,,,,,,,,,,,,,,
86,did-resolver,https://github.com/decentralized-identity/did-resolver,dids,Universal did-resolver for javascript environments.,,['dif'],22,True,decentralized-identity/did-resolver,,https://github.com/decentralized-identity/did-resolver,Apache-2.0,2018-02-20 16:33:55,2025-09-16 03:50:12.000000,2025-09-08 00:39:27,412.0,8.0,43.0,22.0,132.0,3.0,18.0,226.0,2023-03-08 14:05:37,4.1.0,24.0,7557.0,7557.0,25.0,,,,2.0,,,,,,,,,,,,,,,,,,,
87,web-did-resolver,https://github.com/decentralized-identity/web-did-resolver,dids,DID resolver for HTTPS domains.,,['dif'],22,False,decentralized-identity/web-did-resolver,web-did-resolver,https://github.com/decentralized-identity/web-did-resolver,Apache-2.0,2018-09-20 21:44:09,2025-09-15 04:32:10.000000,2025-09-15 01:44:29,339.0,16.0,19.0,14.0,125.0,1.0,11.0,93.0,2025-03-29 02:34:05,2.0.30,41.0,1375.0,1375.0,12.0,https://www.npmjs.com/package/web-did-resolver,34339.0,34339.0,2.0,,,,,,,,,,,,,,,,,,,
88,solid-client-authn-js,https://github.com/inrupt/solid-client-authn-js,authentication,A client library for authenticating with Solid.,,['solid'],22,False,inrupt/solid-client-authn-js,inrupt/solid-client-authn-node,https://github.com/inrupt/solid-client-authn-js,,2019-11-21 00:49:46,2025-09-16 03:15:30.000000,2025-09-16 03:13:56,3048.0,61.0,39.0,13.0,3913.0,54.0,103.0,78.0,2025-07-07 22:33:55,3.1.0,37.0,983.0,983.0,26.0,https://www.npmjs.com/package/inrupt/solid-client-authn-node,,,3.0,,,,,,,,,,,,,,,,,,,
89,deepfacelive,https://github.com/iperov/DeepFaceLive,biometrics,Real-time face swap for PC streaming or video calls.,,,21,True,iperov/DeepFaceLive,,https://github.com/iperov/DeepFaceLive,GPL-3.0,2020-12-15 12:19:22,2024-11-08 03:07:42.000000,2024-10-24 16:17:15,328.0,,887.0,430.0,25.0,1.0,130.0,29766.0,2023-01-21 09:26:53,TINA_SHIFT,35.0,,,11.0,,,28924.0,3.0,1475136.0,,,,,,,,,,,,,,,,,,
90,webauthn,https://github.com/w3c/webauthn,specs,Web Authentication: An API for accessing Public Key Credentials.,,['w3c'],21,True,w3c/webauthn,,https://github.com/w3c/webauthn,W3C,2016-02-08 14:51:38,2025-09-03 19:05:34.000000,2025-08-13 18:09:46,2741.0,8.0,220.0,182.0,974.0,67.0,1214.0,1286.0,2018-03-20 13:11:25,CR-00-20180320,7.0,,,82.0,,,,1.0,,,,,,,,,,,,,,,,,,,
91,facenet,https://github.com/davidsandberg/facenet,biometrics,Face recognition using Tensorflow.,,,20,False,davidsandberg/facenet,,https://github.com/davidsandberg/facenet,MIT,2016-02-12 22:14:40,2023-07-24 12:43:21.000000,2018-04-16 17:32:11,566.0,,4694.0,557.0,123.0,510.0,622.0,14192.0,,,,,,36.0,,,,3.0,,,,,,,,,,,,,,,,,,,
92,gotrue,https://github.com/netlify/gotrue,idp,An SWT based API for managing users and issuing SWT tokens.,,,20,True,netlify/gotrue,,https://github.com/netlify/gotrue,MIT,2016-05-16 23:14:24,2025-03-13 00:50:41.000000,2025-01-14 19:47:39,643.0,,310.0,61.0,237.0,4.0,132.0,4176.0,2022-02-09 12:50:28,1.0.1,2.0,11.0,11.0,41.0,,,,3.0,,,,,,,,,,,,,,,,,,,
93,opensk,https://github.com/google/OpenSK,authentication,OpenSK is an open-source implementation for security keys written in Rust that supports both FIDO U2F and FIDO2..,,['cncf'],20,True,google/OpenSK,,https://github.com/google/OpenSK,Apache-2.0,2019-12-17 18:55:43,2025-08-07 12:16:06.000000,2025-08-07 12:16:06,1323.0,16.0,302.0,88.0,539.0,31.0,175.0,3193.0,2021-06-23 10:02:43,ctap2.0,1.0,,,24.0,,,,3.0,,,,,,,,,,,,,,,,,,,
94,appauth-ios,https://github.com/openid/AppAuth-iOS,authentication,iOS and macOS SDK for communicating with OAuth 2.0 and OpenID Connect providers.,,['openid'],20,True,openid/appauth-ios,,https://github.com/openid/AppAuth-iOS,Apache-2.0,2016-02-11 14:38:23,2025-04-23 13:34:24.000000,2025-04-22 20:11:48,414.0,,780.0,94.0,357.0,182.0,364.0,1915.0,2025-04-23 13:34:24,2.0.0,33.0,,,52.0,,,,3.0,,,,,,,,,,,,,,,,,,,
95,webauthn-json,https://github.com/github/webauthn-json,authentication,A small WebAuthn API wrapper that translates to/from pure JSON using base64url.,,,20,True,github/webauthn-json,github/webauthn-json,https://github.com/github/webauthn-json,MIT,2019-07-01 18:52:54,2025-08-25 21:02:41.000000,2025-08-11 13:26:58,295.0,11.0,60.0,301.0,36.0,,53.0,788.0,2023-01-31 02:32:05,2.1.1,52.0,29.0,29.0,15.0,https://www.npmjs.com/package/github/webauthn-json,,,3.0,,,,,,,,,,,,,,,,,,,
96,indy-node,https://github.com/hyperledger/indy-node,ssi-sdks,The server portion of a distributed ledger purpose-built for decentralized identity.,,['hyperledger'],20,True,hyperledger/indy-node,,https://github.com/hyperledger/indy-node,Apache-2.0,2016-12-21 05:45:04,2025-09-08 21:21:31.000000,2025-02-24 16:33:21,4946.0,,656.0,63.0,1826.0,39.0,60.0,694.0,2024-02-09 14:17:29,1.13.2,37.0,,,110.0,,,26.0,2.0,1950.0,,,,,,,,,,,,,,,,,,
97,dwn-sdk-js,https://github.com/decentralized-identity/dwn-sdk-js,ssi-agents,Decentralized Web Node (DWN) Reference implementation.,,['web5'],20,True,TBD54566975/dwn-sdk-js,tbd54566975/dwn-sdk-js,https://github.com/decentralized-identity/dwn-sdk-js,Apache-2.0,2022-03-11 17:33:48,2024-10-23 19:02:40.000000,2024-10-23 19:00:48,551.0,,98.0,18.0,545.0,42.0,238.0,324.0,2024-10-23 19:02:40,0.5.2,62.0,486.0,486.0,48.0,https://www.npmjs.com/package/tbd54566975/dwn-sdk-js,,,2.0,,,,,,,,,,,decentralized-identity/dwn-sdk-js,,,,,,,,
98,aries-framework-go,https://github.com/hyperledger-aries/aries-framework-go,ssi-sdks,Hyperledger Aries Framework Go provides packages for building Agent / DIDComm services.,,['hyperledger'],20,False,hyperledger/aries-framework-go,,https://github.com/hyperledger-aries/aries-framework-go,Apache-2.0,2019-07-09 20:45:08,2024-03-27 16:44:00.000000,2024-03-27 16:36:25,3197.0,,161.0,18.0,2046.0,388.0,1196.0,238.0,2023-05-09 10:57:15,0.3.2,14.0,3.0,3.0,62.0,,,,2.0,,,,,,,,,,,hyperledger-aries/aries-framework-go,,,,,,,,
99,polygon-js-sdk,https://github.com/0xPolygonID/js-sdk,ssi-sdks,SDK to work with Privado ID.,,,20,False,0xPolygonID/js-sdk,,https://github.com/0xPolygonID/js-sdk,Apache-2.0,2022-11-08 12:11:09,2025-09-18 13:01:53.000000,2025-09-18 12:32:24,555.0,14.0,40.0,4.0,292.0,6.0,39.0,67.0,2025-09-18 13:01:53,1.35.0,100.0,261.0,261.0,19.0,,,,2.0,,,,,,,,,,,,,,,,,,,
100,ja3,https://github.com/salesforce/ja3,pki,JA3 is a standard for creating SSL client fingerprints in an easy to produce and shareable way.,,,19,True,salesforce/ja3,,https://github.com/salesforce/ja3,BSD-3-Clause,2017-06-13 22:54:10,2025-05-01 17:30:05.000000,2025-05-01 17:30:05,152.0,,303.0,93.0,43.0,28.0,24.0,2997.0,,,,1.0,1.0,27.0,,,2394.0,3.0,,pyja3,https://pypi.org/project/pyja3,2394.0,,,,,,,,,,,,,,,
101,satosa,https://github.com/IdentityPython/SATOSA,authentication,"Proxy translating between different authentication protocols (SAML2, OpenID Connect and OAuth2).",,,19,True,IdentityPython/satosa,,https://github.com/IdentityPython/SATOSA,Apache-2.0,2015-09-02 07:08:03,2025-02-17 10:37:28.000000,2025-02-17 10:37:28,1754.0,,126.0,26.0,363.0,53.0,76.0,242.0,2025-02-10 16:01:17,8.5.1,51.0,38.0,38.0,57.0,,,,3.0,,,,,,,,,,,,,,,,,,,
102,django-passkeys,https://github.com/mkalioby/django-passkeys,authentication,Django Authentication Backend For Passkeys.,,,19,True,mkalioby/django-passkeys,,https://github.com/mkalioby/django-passkeys,MIT,2022-10-28 09:46:58,2025-08-21 15:48:58.000000,2025-06-17 17:35:57,66.0,,26.0,7.0,24.0,14.0,22.0,230.0,2025-06-17 17:32:08,1.3.0.1,3.0,19.0,19.0,4.0,,,3502.0,3.0,,django-passkeys,https://pypi.org/project/django-passkeys,3502.0,,,,,,,,,,,,,,,
103,spruceid-ssi,https://github.com/spruceid/ssi,ssi-sdks,Core library for decentralized identity.,,,19,True,spruceid/ssi,,https://github.com/spruceid/ssi,Apache-2.0,2020-08-04 14:40:34,2025-09-18 12:51:57.000000,2025-06-03 11:50:04,636.0,,71.0,35.0,459.0,94.0,121.0,216.0,,,,192.0,192.0,31.0,,,,2.0,,,,,,,,,,,,,,,,,,,
104,keripy,https://github.com/WebOfTrust/keripy,ssi-sdks,Key Event Receipt Infrastructure - the spec and implementation of the KERI protocol.,,,19,False,weboftrust/keripy,,https://github.com/WebOfTrust/keripy,Apache-2.0,2021-06-09 16:01:34,2025-09-11 13:49:17.000000,2025-09-02 13:35:21,3160.0,145.0,60.0,10.0,743.0,185.0,131.0,67.0,,,1.0,58.0,58.0,31.0,,,,2.0,,,,,,,,,,,,,,,,,,,
105,appauth-android,https://github.com/openid/AppAuth-Android,authentication,Android client SDK for communicating with OAuth 2.0 and OpenID Connect providers.,,['openid'],18,True,openid/appauth-android,,https://github.com/openid/AppAuth-Android,Apache-2.0,2016-02-19 15:09:43,2025-03-10 20:57:13.000000,2025-03-10 20:57:13,343.0,,918.0,249.0,255.0,209.0,554.0,3109.0,,,,,,49.0,,,,3.0,,,,,,,,,,,,net.openid:appauth,https://search.maven.org/artifact/net.openid/appauth,,,,,,
106,ladon,https://github.com/ory/ladon,authorization,A SDK for access control policies: authorization for the microservice and IoT age. Inspired by AWS IAM policies...,,['ory'],18,True,ory/ladon,,https://github.com/ory/ladon,Apache-2.0,2015-10-16 15:21:28,2025-03-12 16:19:08.000000,2025-03-12 16:19:03,164.0,,219.0,63.0,107.0,2.0,59.0,2440.0,2024-03-06 13:35:30,1.3.0,41.0,,,54.0,,,,3.0,,,,,,,,,,,,,,,,,,,
