,name,github_id,group_id,group,category,labels,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,watchers_count,pr_count,star_count,description,contributor_count,projectrank,show,recent_commit_count,release_count,open_issue_count,closed_issue_count,latest_stable_release_published_at,dependent_project_count,monthly_downloads,projectrank_placing,latest_stable_release_number,github_release_downloads,github_dependent_project_count,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,trending,updated_github_id,npm_id,npm_url,npm_monthly_downloads,dockerhub_stars,pypi_id,pypi_url,pypi_monthly_downloads,helm_id,maven_id,maven_url,brew_id,gem_url,apt_id
10,coredns,coredns/coredns,,,machine,"['linux-foundation', 'cncf']",https://github.com/coredns/coredns,https://github.com/coredns/coredns,Apache-2.0,2016-03-18 20:56:45,2023-10-30 21:18:34.000000,2023-10-30 21:18:33,3771.0,1874.0,237.0,4041.0,11339.0,CoreDNS is a DNS server that chains plugins.,370.0,41,True,64.0,67.0,90.0,2109.0,2023-08-15 20:00:30,5601.0,2813861.0,1.0,1.11.1,6832740.0,5601.0,coredns/coredns,https://hub.docker.com/r/coredns/coredns,2023-08-15 20:02:07.060982,251565902.0,,,,,,145.0,,,,,,,,,
11,open-policy-agent,open-policy-agent/opa,,,authorization,"['cncf', 'linux-foundation']",https://github.com/open-policy-agent/opa,https://github.com/open-policy-agent/opa,Apache-2.0,2015-12-28 22:08:25,2023-11-02 16:34:45.470259,2023-11-02 15:55:09,4851.0,1170.0,125.0,3949.0,8646.0,"Open Policy Agent (OPA) is an open source, general-purpose policy engine.",426.0,40,True,131.0,100.0,322.0,2084.0,2023-10-26 22:37:54,3023.0,4810778.0,1.0,0.58.0,4391941.0,3023.0,openpolicyagent/opa,https://hub.docker.com/r/openpolicyagent/opa,2023-11-02 16:34:45.470259,448842912.0,,,,,,39.0,,,,,,,,,
12,oauthlib,oauthlib/oauthlib,,,authentication,,https://github.com/oauthlib/oauthlib,https://github.com/oauthlib/oauthlib,BSD-3-Clause,2011-11-19 23:08:51,2023-10-25 05:42:37.000000,2023-10-25 05:42:36,1677.0,458.0,69.0,492.0,2660.0,"A generic, spec-compliant, thorough implementation of the OAuth request-signing logic.",195.0,40,True,29.0,48.0,75.0,293.0,2023-01-10 13:13:43,452675.0,84262978.0,1.0,3.2.2,,452675.0,,,,,,,,,,,oauthlib,https://pypi.org/project/oauthlib,84262978.0,,,,,,
13,cert-manager,cert-manager/cert-manager,,,pki,['linux-foundation'],https://github.com/cert-manager/cert-manager,https://github.com/cert-manager/cert-manager,Apache-2.0,2017-05-24 16:25:59,2023-11-02 12:33:41.000000,2023-10-31 16:01:21,8122.0,1876.0,148.0,3117.0,10842.0,Automatically provision and manage TLS certificates in Kubernetes.,414.0,39,True,183.0,100.0,169.0,2963.0,2023-10-30 12:58:49,675.0,1598404.0,1.0,1.13.2,60739370.0,675.0,,,,,,,,,,,,,,,,,,,
14,speechbrain,speechbrain/speechbrain,,,voice,,https://github.com/speechbrain/speechbrain,https://github.com/speechbrain/speechbrain,Apache-2.0,2020-04-28 17:48:45,2023-11-02 17:48:58.000000,2023-10-30 10:16:51,9583.0,1135.0,123.0,1016.0,6767.0,A PyTorch-based Speech Toolkit.,223.0,38,True,409.0,9.0,94.0,860.0,2023-07-22 18:07:47,1063.0,206565.0,1.0,0.5.15,,1063.0,,,,,,,,,,,speechbrain,https://pypi.org/project/speechbrain,206565.0,,,,,,
15,passport,jaredhanson/passport,,,authentication,,https://github.com/jaredhanson/passport,https://github.com/jaredhanson/passport,MIT,2011-10-08 22:38:32,2023-10-19 15:43:32.000000,2023-03-10 17:27:55,617.0,1184.0,312.0,156.0,21903.0,"Simple, unobtrusive authentication for Node.js.",38.0,37,True,,,334.0,424.0,,937791.0,9277617.0,2.0,,,937791.0,,,,,,,passport,https://www.npmjs.com/package/passport,9277617.0,,,,,,,,,,
16,keycloak,keycloak/keycloak,,,idp,['cncf'],https://github.com/keycloak/keycloak,https://github.com/keycloak/keycloak,Apache-2.0,2013-07-02 13:38:51,2023-11-02 18:06:50.000000,2023-11-02 16:12:28,23223.0,5613.0,368.0,13188.0,17889.0,Open Source Identity and Access Management For Modern Applications and Services.,1286.0,37,True,641.0,43.0,1886.0,5932.0,2023-10-24 10:22:23,,62160.0,1.0,22.0.5,2175615.0,,quay.io/keycloak/keycloak,https://hub.docker.com/r/quay.io/keycloak/keycloak,,,,,,,,,,,,,,,,,
17,vault,hashicorp/vault,,,pki,['hashicorp'],https://github.com/hashicorp/vault,https://github.com/hashicorp/vault,,2015-02-25 00:15:59,2023-11-02 18:07:37.000000,2023-11-02 17:55:09,18479.0,3830.0,813.0,18106.0,28806.0,"A tool for secrets management, encryption as a service, and privileged access management.",1419.0,36,False,667.0,100.0,916.0,4803.0,2023-10-25 00:27:02,6688.0,,2.0,1.15.1,,6688.0,,,,,,,,,,,,,,,,,,,
18,ory-kratos,ory/kratos,,,idp,['ory'],https://github.com/ory/kratos,https://github.com/ory/kratos,Apache-2.0,2018-05-29 16:09:37,2023-11-02 12:40:55.000000,2023-10-31 09:23:18,4014.0,804.0,107.0,1747.0,9520.0,"Next-gen identity server (think Auth0, Okta, Firebase) with Ory-hardened authentication, PassKeys, MFA, FIDO2, TOTP,..",213.0,36,True,147.0,43.0,176.0,998.0,2023-07-12 20:24:48,326.0,1703185.0,1.0,1.0.0,34427.0,326.0,oryd/kratos,https://hub.docker.com/r/oryd/kratos,2023-07-12 20:24:47.415774,112360894.0,,,,,,17.0,,,,https://k8s.ory.sh/helm/charts,,,,,
19,casbin,casbin/casbin,,,authorization,,https://github.com/casbin/casbin,https://github.com/casbin/casbin,Apache-2.0,2017-04-08 07:51:23,2023-10-30 06:10:48.000000,2023-10-30 06:05:45,1078.0,1538.0,231.0,479.0,15948.0,"An authorization library that supports access control models like ACL, RBAC, ABAC in Golang:..",135.0,35,True,14.0,100.0,35.0,734.0,2023-09-02 15:37:12,2580.0,295369.0,2.0,2.77.2,,2580.0,,,,,,,casbin,https://www.npmjs.com/package/casbin,174821.0,,casbin,https://pypi.org/project/casbin,120548.0,,org.casbin:casbin-spring-boot-starter,https://search.maven.org/artifact/org.casbin/casbin-spring-boot-starter,,,
20,ory-hydra,ory/hydra,,,authentication,['ory'],https://github.com/ory/hydra,https://github.com/ory/hydra,Apache-2.0,2015-05-22 12:42:08,2023-10-31 10:44:39.000000,2023-10-24 08:44:35,3731.0,1316.0,234.0,1722.0,14627.0,"OpenID Certified OpenID Connect and OAuth Provider written in Go - cloud native, security-first, open source API..",290.0,35,True,61.0,100.0,75.0,1389.0,2023-05-24 08:55:23,2.0,4016460.0,2.0,2.1.2,655755.0,2.0,oryd/hydra,https://hub.docker.com/r/oryd/hydra,2023-08-16 21:09:15.061728,408695347.0,-1.0,,,,,75.0,,,,https://k8s.ory.sh/helm/charts,,,,,
21,face-api-js,justadudewhohacks/face-api.js,,,face,,https://github.com/justadudewhohacks/face-api.js,https://github.com/justadudewhohacks/face-api.js,MIT,2018-05-19 06:14:53,2023-09-03 13:34:38.000000,2020-04-22 16:40:10,488.0,3501.0,334.0,107.0,15571.0,JavaScript API for face detection and face recognition in the browser and nodejs with tensorflow.js.,25.0,34,False,,38.0,422.0,389.0,2020-03-22 14:01:55,7595.0,158799.0,1.0,0.22.2,,7595.0,,,,,,,face-api.js,https://www.npmjs.com/package/face-api.js,158799.0,,,,,,,,,,
22,casl,stalniy/casl,,,authorization,,https://github.com/stalniy/casl,https://github.com/stalniy/casl,MIT,2017-07-18 17:49:47,2023-11-01 15:28:47.000000,2023-10-17 06:26:58,1498.0,248.0,42.0,341.0,5236.0,CASL is an isomorphic authorization JavaScript library which restricts what resources a given user is allowed to access.,66.0,34,True,9.0,100.0,12.0,424.0,2023-07-28 06:28:52,57067.0,2092182.0,2.0,@casl/mongoose@7.2.1,,57067.0,,,,,,,@casl/ability,https://www.npmjs.com/package/@casl/ability,2092182.0,,,,,,,,,,
23,ockam,build-trust/ockam,,,machine,,https://github.com/build-trust/ockam,https://github.com/build-trust/ockam,Apache-2.0,2018-11-30 18:57:01,2023-11-02 18:13:45.000000,2023-11-02 16:12:48,7262.0,515.0,57.0,5000.0,3857.0,"Orchestrate end-to-end encryption, cryptographic identities, mutual authentication, and authorization policies between..",289.0,34,True,982.0,100.0,310.0,1359.0,2023-11-02 17:57:35,183.0,13843.0,2.0,ockam_v0.101.0,332246.0,183.0,,,,,,,,,,,,,,,,,build-trust/ockam/ockam,,
24,cas,apereo/cas,,,idp,,https://github.com/apereo/cas,https://github.com/apereo/cas,Apache-2.0,2011-09-09 01:36:42,2023-11-02 00:46:58.423957,2023-11-01 22:26:57,23972.0,3808.0,610.0,4504.0,10512.0,Apereo CAS - Identity & Single Sign On for all earthlings and beyond.,339.0,33,True,448.0,100.0,,,2023-10-16 07:04:06,21.0,5803.0,2.0,6.6.13,,21.0,apereo/cas,https://hub.docker.com/r/apereo/cas,2023-11-02 00:46:58.423957,847258.0,,,,,,128.0,,,,,,,,,
25,pomerium,pomerium/pomerium,,,machine,,https://github.com/pomerium/pomerium,https://github.com/pomerium/pomerium,Apache-2.0,2019-01-01 08:04:37,2023-11-02 18:16:36.508784,2023-11-02 18:03:00,3132.0,273.0,36.0,3713.0,3701.0,Pomerium is an identity and context-aware access proxy.,91.0,33,True,121.0,100.0,84.0,851.0,2023-08-28 14:49:52,13.0,16675236.0,2.0,0.23.0,48583.0,13.0,pomerium/pomerium,https://hub.docker.com/r/pomerium/pomerium,2023-11-02 18:16:36.508784,967106241.0,,,,,,10.0,,,,,,,,,
26,ageitgey-face-recognition,ageitgey/face_recognition,,,face,,https://github.com/ageitgey/face_recognition,https://github.com/ageitgey/face_recognition,MIT,2017-03-03 21:52:39,2023-10-18 08:51:11.000000,2022-06-10 09:12:18,238.0,12828.0,1573.0,222.0,50003.0,The worlds simplest facial recognition api for Python and the command line.,54.0,32,False,,2.0,714.0,584.0,2018-04-02 17:18:43,21.0,62018.0,2.0,1.2.2,1186.0,21.0,animcogn/face_recognition,https://hub.docker.com/r/animcogn/face_recognition,2021-08-17 00:42:22.824355,7009.0,1.0,,,,,16.0,face_recognition,https://pypi.org/project/face_recognition,61916.0,,,,,,
27,insightface,deepinsight/insightface,,,face,,https://github.com/deepinsight/insightface,https://github.com/deepinsight/insightface,,2017-09-01 00:36:51,2023-10-01 11:57:13.000000,2023-09-10 02:01:49,2281.0,4756.0,489.0,149.0,18712.0,State-of-the-art 2D and 3D Face Analysis Project.,57.0,32,False,21.0,1.0,971.0,1337.0,2023-04-02 07:43:27,1130.0,124578.0,2.0,0.7,872044.0,1130.0,animcogn/insightface,https://hub.docker.com/r/animcogn/insightface,2021-03-18 22:57:48.799620,138.0,,,,,,,,,,,,,,,
28,paddlespeech,PaddlePaddle/PaddleSpeech,,,voice,,https://github.com/PaddlePaddle/PaddleSpeech,https://github.com/PaddlePaddle/PaddleSpeech,Apache-2.0,2017-11-14 12:36:30,2023-10-31 07:51:11.000000,2023-09-19 06:25:53,4731.0,1641.0,180.0,1683.0,8971.0,"Easy-to-use Speech Toolkit including Self-Supervised Learning model, SOTA/Streaming ASR with punctuation, Streaming..",128.0,32,True,5.0,15.0,373.0,1325.0,2023-04-14 09:36:52,80.0,181250.0,3.0,r1.4.1,,80.0,,,,,,,,,,,paddlepaddle,https://pypi.org/project/paddlepaddle,181250.0,,,,,,
29,spire,spiffe/spire,,,machine,"['cncf', 'linux-foundation']",https://github.com/spiffe/spire,https://github.com/spiffe/spire,Apache-2.0,2017-08-11 18:46:51,2023-11-02 16:48:08.000000,2023-11-01 17:09:19,6258.0,407.0,82.0,3323.0,1536.0,The SPIFFE Runtime Environment.,178.0,32,True,150.0,90.0,151.0,1153.0,2023-10-25 21:26:30,121.0,2254.0,2.0,1.8.3,164589.0,121.0,ghcr.io/spiffe/spire-server,https://hub.docker.com/r/ghcr.io/spiffe/spire-server,,,,,,,,,,,,,,,,,
30,dex,dexidp/dex,,,authentication,['linux-foundation'],https://github.com/dexidp/dex,https://github.com/dexidp/dex,Apache-2.0,2015-08-17 17:57:06,2023-11-01 04:14:32.000000,2023-10-25 14:03:03,2625.0,1468.0,178.0,1903.0,8521.0,OpenID Connect (OIDC) identity and OAuth 2.0 provider with pluggable connectors.,223.0,31,True,84.0,80.0,278.0,796.0,2023-06-30 14:12:39,143.0,3.0,2.0,2.37.0,305.0,143.0,quay.io/dexidp/dex,https://hub.docker.com/r/quay.io/dexidp/dex,,,,,,,,,,,,,,,,,
31,spicedb,authzed/spicedb,,,authorization,,https://github.com/authzed/spicedb,https://github.com/authzed/spicedb,Apache-2.0,2021-08-16 15:32:09,2023-11-02 00:22:44.000000,2023-10-31 15:12:33,3280.0,208.0,37.0,1211.0,3960.0,"Open Source, Google Zanzibar-inspired fine-grained permissions database.",37.0,31,True,244.0,59.0,103.0,298.0,2023-10-20 08:12:01,38.0,49270.0,2.0,1.26.0,30140.0,38.0,authzed/spicedb,https://hub.docker.com/r/authzed/spicedb,2023-10-31 15:43:03.531627,1299010.0,,,,,,4.0,,,,,,,,,
32,faceswap,deepfakes/faceswap,,,face,,https://github.com/deepfakes/faceswap,https://github.com/deepfakes/faceswap,GPL-3.0,2017-12-19 09:44:13,2023-10-24 22:47:28.000000,2023-10-24 22:47:08,1782.0,12487.0,1534.0,513.0,47417.0,Deepfakes Software For All.,97.0,30,True,15.0,4.0,15.0,815.0,2023-06-18 18:08:19,,2569.0,2.0,2.2.0,146473.0,,,,,,,,,,,,,,,,,,,,
33,deepface,serengil/deepface,,,face,,https://github.com/serengil/deepface,https://github.com/serengil/deepface,MIT,2020-02-08 20:42:28,2023-10-30 08:51:50.000000,2023-10-25 14:29:02,1095.0,1515.0,109.0,89.0,7947.0,"A Lightweight Face Recognition and Facial Attribute Analysis (Age, Gender, Emotion and Race) Library for Python.",47.0,30,True,19.0,,9.0,783.0,,2066.0,113597.0,2.0,,,2066.0,,,,,,,,,,,deepface,https://pypi.org/project/deepface,113597.0,,,,,,
34,boundary,hashicorp/boundary,,,machine,['hashicorp'],https://github.com/hashicorp/boundary,https://github.com/hashicorp/boundary,,2020-01-08 18:24:07,2023-11-02 18:17:58.000000,2023-11-02 18:17:57,3499.0,250.0,202.0,3665.0,3713.0,Boundary enables identity-based access management for dynamic infrastructure.,145.0,30,False,197.0,48.0,78.0,236.0,2023-11-02 16:41:46,8.0,225796.0,3.0,0.14.2,,8.0,hashicorp/boundary,https://hub.docker.com/r/hashicorp/boundary,2023-11-02 16:51:18.717636,10386646.0,1.0,,,,,11.0,,,,,,,,,
35,did-jwt,decentralized-identity/did-jwt,,,decentralized,['dif'],https://github.com/decentralized-identity/did-jwt,https://github.com/decentralized-identity/did-jwt,Apache-2.0,2018-02-24 02:00:53,2023-11-02 17:30:07.000000,2023-11-01 11:36:39,608.0,63.0,39.0,211.0,303.0,Create and verify DID verifiable JWTs in Javascript.,41.0,30,True,27.0,100.0,4.0,83.0,2023-11-01 11:37:20,4078.0,151749.0,1.0,7.4.5,,4078.0,,,,,,,did-jwt,https://www.npmjs.com/package/did-jwt,151749.0,,,,,,,,,,
36,deepfacelab,iperov/DeepFaceLab,,,face,,https://github.com/iperov/DeepFaceLab,https://github.com/iperov/DeepFaceLab,GPL-3.0,2018-06-04 13:10:00,2023-10-24 10:56:48.000000,2023-04-27 06:45:45,1313.0,8881.0,1104.0,131.0,43136.0,DeepFaceLab is the leading software for creating deepfakes.,22.0,29,True,,2.0,541.0,801.0,2020-04-09 05:48:48,21.0,3737.0,3.0,DF.wf.288res.384.92.72.22,164433.0,21.0,,,,,,,,,,,,,,,,,,,
37,openface,cmusatyalab/openface,,,face,,https://github.com/cmusatyalab/openface,https://github.com/cmusatyalab/openface,Apache-2.0,2015-09-16 12:47:27,2023-10-25 21:16:29.000000,2023-06-14 17:20:41,735.0,3483.0,759.0,74.0,14898.0,Face recognition with deep neural networks.,30.0,29,True,,4.0,9.0,370.0,2016-02-25 17:42:46,67.0,1642.0,3.0,0.2.1,,67.0,bamos/openface,https://hub.docker.com/r/bamos/openface,2018-06-18 18:11:58.528635,160975.0,,,,,,70.0,,,,,,,,,
38,casdoor,casdoor/casdoor,,,idp,,https://github.com/casdoor/casdoor,https://github.com/casdoor/casdoor,Apache-2.0,2020-10-22 14:40:03,2023-11-01 15:25:32.000000,2023-11-01 15:07:24,2079.0,852.0,55.0,1282.0,7293.0,"An open-source Identity and Access Management (IAM) / Single-Sign-On (SSO) platform with web UI supporting OAuth 2.0,..",145.0,29,True,250.0,100.0,106.0,983.0,2023-11-01 15:25:32,3.0,2269.0,2.0,1.446.1,,3.0,casbin/casdoor,https://hub.docker.com/r/casbin/casdoor,2023-11-01 11:02:36.598818,83961.0,,,,,,9.0,,,,,,,,,
39,doorkeeper,doorkeeper-gem/doorkeeper,,,authentication,,https://github.com/doorkeeper-gem/doorkeeper,https://github.com/doorkeeper-gem/doorkeeper,MIT,2011-11-18 13:02:01,2023-10-10 07:23:07.000000,2023-10-10 07:23:07,2372.0,1003.0,106.0,817.0,5207.0,Doorkeeper is an OAuth 2 provider for Ruby on Rails / Grape.,312.0,29,True,11.0,62.0,25.0,828.0,2023-03-29 07:20:04,8197.0,,3.0,5.6.6,,8197.0,,,,,,,,,,,,,,,,,,doorkeeper,
40,keto,ory/keto,,,authorization,['ory'],https://github.com/ory/keto,https://github.com/ory/keto,Apache-2.0,2018-03-17 10:40:15,2023-10-31 03:14:33.000000,2023-10-18 14:17:30,1482.0,304.0,59.0,1083.0,4304.0,"Open Source (Go) implementation of Zanzibar: Googles Consistent, Global Authorization System. Ships gRPC, REST APIs,..",71.0,29,True,30.0,50.0,45.0,256.0,,19.0,747532.0,3.0,,17600.0,19.0,oryd/keto,https://hub.docker.com/r/oryd/keto,2023-03-09 14:30:27.177505,50812297.0,,,,,,6.0,,,,,,,,,
41,identity-server,duendesoftware/identityserver,,,authentication,,https://github.com/DuendeSoftware/IdentityServer,https://github.com/DuendeSoftware/IdentityServer,https://duendesoftware.com/license,2020-10-01 08:46:31,2023-11-02 18:14:33.000000,2023-11-01 20:02:43,5098.0,264.0,38.0,722.0,1178.0,The most flexible and standards-compliant OpenID Connect and OAuth 2.x framework for ASP.NET Core.,293.0,29,True,151.0,47.0,61.0,235.0,2023-09-20 14:53:26,1390.0,,3.0,6.3.5,,1390.0,,,,,,,,,,,,,,,,,,,
42,authelia,authelia/authelia,,,idp,,https://github.com/authelia/authelia,https://github.com/authelia/authelia,Apache-2.0,2016-12-07 00:56:57,2023-11-02 12:38:47.000000,2023-11-02 10:20:51,4907.0,948.0,158.0,4733.0,17726.0,The Single Sign-On Multi-Factor portal for web apps.,132.0,28,True,335.0,100.0,71.0,1079.0,2022-12-21 09:01:04,,608.0,2.0,4.37.5,28000.0,,,,,,,,,,,,,,,,,,,,
43,logto,logto-io/logto,,,idp,,https://github.com/logto-io/logto,https://github.com/logto-io/logto,MPL-2.0,2021-06-19 03:01:50,2023-11-02 18:00:02.000000,2023-11-02 08:16:21,5086.0,261.0,35.0,4463.0,6432.0,"Logto is a modern Auth0 alternative for building identity infrastructure with minimal effort, for both your customers..",43.0,28,True,542.0,49.0,75.0,230.0,2023-10-08 06:03:10,7.0,809.0,2.0,1.10.0,2616.0,7.0,svhd/logto,https://hub.docker.com/r/svhd/logto,2023-10-08 05:55:33.959001,19511.0,,,,,,1.0,,,,,,,,,
44,zitadel,zitadel/zitadel,,,idp,,https://github.com/zitadel/zitadel,https://github.com/zitadel/zitadel,Apache-2.0,2020-03-16 13:51:31,2023-11-02 16:55:54.000000,2023-11-02 15:18:14,2668.0,293.0,29.0,4694.0,5053.0,"ZITADEL - Identity infrastructure, simplified foryou.",79.0,28,True,253.0,100.0,412.0,1344.0,2023-11-02 08:10:01,,347.0,2.0,2.40.2,1738.0,,ghcr.io/zitadel/zitadel,https://hub.docker.com/r/ghcr.io/zitadel/zitadel,,,,,,,,,,,,https://charts.zitadel.com,,,,,
45,boulder,letsencrypt/boulder,,,pki,['linux-foundation'],https://github.com/letsencrypt/boulder,https://github.com/letsencrypt/boulder,MPL-2.0,2014-12-21 00:29:54,2023-11-02 18:12:31.000000,2023-11-02 16:45:56,6334.0,537.0,140.0,4255.0,4815.0,"An ACME-based certificate authority, written in Go.",127.0,28,True,68.0,89.0,191.0,2668.0,2023-10-30 22:45:46,,21160.0,2.0,release-2023-10-30,59249.0,,letsencrypt/boulder-tools,https://hub.docker.com/r/letsencrypt/boulder-tools,2023-10-12 16:38:19.369768,1947237.0,,,,,,13.0,,,,,,,,,
46,oathkeeper,ory/oathkeeper,,,machine,['ory'],https://github.com/ory/oathkeeper,https://github.com/ory/oathkeeper,Apache-2.0,2017-09-25 11:04:45,2023-10-18 15:30:38.000000,2023-09-08 08:05:44,1354.0,319.0,49.0,715.0,3096.0,"A cloud native Identity & Access Proxy / API (IAP) and Access Control Decision API that authenticates, authorizes, and..",109.0,28,True,6.0,100.0,48.0,275.0,2023-07-18 10:23:06,2.0,1183749.0,3.0,0.40.6,31236.0,2.0,oryd/oathkeeper,https://hub.docker.com/r/oryd/oathkeeper,2023-07-18 10:23:05.234030,87565395.0,,,,,,33.0,,,,,,,,,
47,cerbos,cerbos/cerbos,,,authorization,,https://github.com/cerbos/cerbos,https://github.com/cerbos/cerbos,Apache-2.0,2021-03-21 13:23:10,2023-11-01 18:46:59.000000,2023-11-01 18:46:59,1420.0,91.0,27.0,1507.0,1977.0,"Cerbos is the open core, language-agnostic, scalable authorization solution that makes user permissions and..",23.0,28,True,97.0,54.0,49.0,266.0,2023-10-31 08:08:33,19.0,1537.0,3.0,0.31.0,49194.0,19.0,ghcr.io/cerbos/cerbos,https://hub.docker.com/r/ghcr.io/cerbos/cerbos,,,,,,,,,,,,oci://ghcr.io/cerbos/helm-charts/cerbos,,,,,
