,name,github_id,group_id,group,category,labels,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,watchers_count,pr_count,star_count,description,contributor_count,projectrank,show,recent_commit_count,release_count,open_issue_count,closed_issue_count,latest_stable_release_published_at,dependent_project_count,monthly_downloads,projectrank_placing,latest_stable_release_number,github_release_downloads,github_dependent_project_count,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,updated_github_id,trending,npm_id,npm_url,npm_monthly_downloads,dockerhub_stars,pypi_id,pypi_url,pypi_monthly_downloads,helm_id,maven_id,maven_url,brew_id,gem_url,apt_id
0,aries,hyperledger/aries,aries,True,decentralized,['hyperledger'],https://github.com/hyperledger/aries,https://github.com/hyperledger/aries,Apache-2.0,2019-05-08 16:49:48,2023-07-13 18:15:31.000000,2023-07-13 18:02:46,22811.0,947.0,194.0,5918.0,1269.0,"Hyperledger Aries is infrastructure for blockchain-rooted, peer-to-peer interactions.",444.0,34,True,530.0,207.0,862.0,2638.0,2023-06-29 16:36:31,358.0,632.0,1.0,,,,,,,,,,,,,,,,,,,,,,
1,trinsic-id,trinsic-id/sdk,trinsic-id,True,decentralized,,https://github.com/trinsic-id/sdk,https://github.com/trinsic-id/sdk,Apache-2.0,2020-10-19 15:17:13,2023-07-13 14:39:18.000000,2023-07-11 18:42:05,1536.0,26.0,13.0,1652.0,49.0,Trinsic SDK repository.,41.0,27,False,51.0,33.0,4.0,370.0,2023-04-24 13:26:38,469.0,1633.0,1.0,1.11.0,8046.0,,,,,,,,,,,,,,,,,,,,
2,sphereon-ssi,sphereon-opensource/ssi-sdk,sphereon-ssi,True,decentralized,,https://github.com/Sphereon-Opensource/SSI-SDK,https://github.com/Sphereon-Opensource/SSI-SDK,Apache-2.0,2021-04-12 14:54:14,2023-07-12 22:15:49.000000,2023-07-12 22:15:41,3983.0,41.0,31.0,459.0,179.0,Self Sovereign Identity SDK.,56.0,25,True,777.0,64.0,9.0,44.0,2023-07-10 15:34:14,115.0,6.0,2.0,0.13.0,,11.0,,,,,,,,,,,,,,,,,,,
3,waltid-ssikit,walt-id/waltid-ssikit,waltid-ssikit,True,decentralized,,https://github.com/walt-id/waltid-ssikit,https://github.com/walt-id/waltid-ssikit,Apache-2.0,2021-08-04 08:19:14,2023-07-11 23:25:40.736253,2023-07-11 23:20:17,2885.0,71.0,12.0,382.0,158.0,Use web3 identity / self-sovereign identity (SSI).,57.0,24,True,235.0,143.0,17.0,270.0,2023-07-11 23:30:54,,724.0,2.0,1.2306281832.0,54.0,,waltid/ssikit,https://hub.docker.com/r/waltid/ssikit,2023-06-28 18:43:04.840338,6913.0,,,,,,,,,,,,,,,
4,polygon-id,0xPolygonID/sh-id-platform,polygon-id,True,decentralized,,https://github.com/0xPolygonID/issuer-node,https://github.com/0xPolygonID/issuer-node,Apache-2.0,2022-11-08 12:11:09,2023-07-13 17:18:51.000000,2023-07-13 09:34:43,1529.0,37.0,12.0,463.0,80.0,Self Hosted Issuer Node.,27.0,22,False,568.0,21.0,14.0,86.0,2023-07-13 09:36:20,24.0,,2.0,2.2.0,,,,,,,0xPolygonID/issuer-node,1.0,,,,,,,,,,,,,
5,solid-project,solid/solid,solid-project,True,standards,['solid'],https://github.com/solid/solid,https://github.com/solid/solid,MIT,2015-11-24 05:45:27,2023-07-13 17:12:19.000000,2023-07-13 17:12:18,1024.0,407.0,619.0,222.0,8595.0,Solid - Re-decentralizing the web (project directory).,41.0,21,True,26.0,1.0,315.0,209.0,2021-12-21 13:00:06,,,1.0,,,,,,,,,,,,,,,,,,,,,,
6,spruceid,spruceid/didkit,spruceid,True,decentralized,,https://github.com/spruceid/didkit,https://github.com/spruceid/didkit,Apache-2.0,2020-07-23 21:18:28,2023-07-13 17:32:14.000000,2023-06-30 17:24:41,1014.0,110.0,75.0,644.0,399.0,A cross-platform toolkit for decentralized identity.,51.0,20,True,17.0,,125.0,195.0,,146.0,,2.0,,,40.0,ghcr.io/spruceid/didkit-http,https://hub.docker.com/r/ghcr.io/spruceid/didkit-http,,,,,,,,,,,,,,,,,
7,evernym-ssi,evernym/verity,evernym-ssi,True,decentralized,,https://github.com/evernym/verity,https://github.com/evernym/verity,Apache-2.0,2020-01-14 21:16:21,2023-06-30 09:23:33.000000,2023-04-11 16:19:31,6279.0,55.0,96.0,198.0,96.0,Evernym Verity is a decentralized protocol platform for issuing and verifying digital credentials. This repository..,144.0,17,False,,100.0,3.0,,2021-03-22 11:09:10,41.0,10.0,3.0,,,,,,,,,,,,,,,,,,,,,,
8,talao-altme,talaodao/altme,talao-altme,True,decentralized,,https://github.com/TalaoDAO/AltMe,https://github.com/TalaoDAO/AltMe,Apache-2.0,2021-06-29 14:41:04,2023-07-10 08:29:28.000000,2023-07-07 04:40:45,7054.0,12.0,7.0,495.0,30.0,SSI + crypto wallet .Self Sovereign Identity wallet with cryptos and NFT features. EBSI conformant.,18.0,17,False,254.0,1.0,71.0,1491.0,2023-01-06 16:00:40,,,3.0,,,,,,,,,,,,,,,,,,,,,,
9,nextauthjs,nextauthjs/next-auth,,,authentication,,https://github.com/nextauthjs/next-auth,https://github.com/nextauthjs/next-auth,ISC,2018-01-27 12:28:16,2023-07-13 16:50:34.000000,2023-07-13 16:43:10,2342.0,2073.0,97.0,1855.0,17584.0,Authentication for the Web.,541.0,41,True,128.0,100.0,173.0,3092.0,2023-07-10 16:21:23,108582.0,2154339.0,1.0,@auth/mikro-orm-adapter@1.0.1,,108582.0,,,,,,,next-auth,https://www.npmjs.com/package/next-auth,2154339.0,,,,,,,,,,
10,keycloak,keycloak/keycloak,,,idp,['cncf'],https://github.com/keycloak/keycloak,https://github.com/keycloak/keycloak,Apache-2.0,2013-07-02 13:38:51,2023-07-13 17:51:26.000000,2023-07-13 16:23:44,22403.0,5369.0,360.0,11981.0,16766.0,Open Source Identity and Access Management For Modern Applications and Services.,1205.0,41,True,712.0,38.0,1651.0,5049.0,2023-07-11 14:55:57,335.0,60805.0,1.0,22.0.0,1884961.0,335.0,quay.io/keycloak/keycloak,https://hub.docker.com/r/quay.io/keycloak/keycloak,,,,,,,,,,,,,,,,,
11,coredns,coredns/coredns,,,machine,"['linux-foundation', 'cncf']",https://github.com/coredns/coredns,https://github.com/coredns/coredns,Apache-2.0,2016-03-18 20:56:45,2023-07-12 19:12:35.000000,2023-07-12 19:12:35,3693.0,1839.0,236.0,3919.0,10984.0,CoreDNS is a DNS server that chains plugins.,362.0,41,True,93.0,65.0,85.0,2067.0,2023-02-06 18:30:04,5207.0,2808616.0,1.0,1.10.1,6731489.0,5207.0,coredns/coredns,https://hub.docker.com/r/coredns/coredns,2023-02-06 18:31:58.105381,239934216.0,,,,,,138.0,,,,,,,,,
12,open-policy-agent,open-policy-agent/opa,,,authorization,"['cncf', 'linux-foundation']",https://github.com/open-policy-agent/opa,https://github.com/open-policy-agent/opa,Apache-2.0,2015-12-28 22:08:25,2023-07-13 13:58:27.000000,2023-07-12 08:46:46,4687.0,1129.0,120.0,3771.0,8245.0,"An open source, general-purpose policy engine.",404.0,40,True,144.0,100.0,305.0,1994.0,2023-06-29 19:58:06,2608.0,4457791.0,1.0,0.54.0,3423538.0,2608.0,openpolicyagent/opa,https://hub.docker.com/r/openpolicyagent/opa,2023-07-12 09:46:22.363867,399550368.0,,,,,,34.0,,,,,,,,,
13,cert-manager,cert-manager/cert-manager,,,pki,['linux-foundation'],https://github.com/cert-manager/cert-manager,https://github.com/cert-manager/cert-manager,Apache-2.0,2017-05-24 16:25:59,2023-07-11 15:31:37.000000,2023-07-11 15:31:37,7894.0,1834.0,145.0,2966.0,10529.0,Automatically provision and manage TLS certificates in Kubernetes.,401.0,39,True,266.0,100.0,184.0,2858.0,2023-06-20 11:39:00,527.0,1375372.0,1.0,1.11.4,49513399.0,527.0,,,,,,,,,,,,,,,,,,,
14,vault,hashicorp/vault,,,pki,['hashicorp'],https://github.com/hashicorp/vault,https://github.com/hashicorp/vault,MPL-2.0,2015-02-25 00:15:59,2023-07-13 18:17:59.000000,2023-07-13 17:36:52,17690.0,3708.0,814.0,16140.0,28006.0,"A tool for secrets management, encryption as a service, and privileged access management.",1353.0,38,True,573.0,98.0,898.0,4667.0,2023-06-20 22:56:17,6319.0,,2.0,1.14.0,,6319.0,,,,,,,,,,,,,,,,,,,
15,oauthlib,oauthlib/oauthlib,,,authentication,,https://github.com/oauthlib/oauthlib,https://github.com/oauthlib/oauthlib,BSD-3-Clause,2011-11-19 23:08:51,2023-06-13 03:01:15.000000,2023-06-13 03:01:14,1646.0,455.0,68.0,481.0,2609.0,"A generic, spec-compliant, thorough implementation of the OAuth request-signing logic.",192.0,38,True,1.0,48.0,75.0,289.0,2023-01-10 13:13:43,400390.0,79349178.0,1.0,3.2.2,,400390.0,,,,,,,,,,,oauthlib,https://pypi.org/project/oauthlib,79349178.0,,,,,,
16,ory-hydra,ory/hydra,,,authentication,['ory'],https://github.com/ory/hydra,https://github.com/ory/hydra,Apache-2.0,2015-05-22 12:42:08,2023-07-12 09:33:32.000000,2023-07-12 09:33:31,3661.0,1298.0,226.0,1686.0,14268.0,"OpenID Certified OpenID Connect and OAuth Provider written in Go - cloud native, security-first, open source API..",287.0,36,True,75.0,100.0,61.0,1378.0,2023-05-24 08:55:23,2.0,4137194.0,2.0,2.1.2,589816.0,2.0,oryd/hydra,https://hub.docker.com/r/oryd/hydra,2023-06-22 12:03:24.362033,404542021.0,,,,,,74.0,,,,https://k8s.ory.sh/helm/charts,,,,,
17,ory-kratos,ory/kratos,,,idp,['ory'],https://github.com/ory/kratos,https://github.com/ory/kratos,Apache-2.0,2018-05-29 16:09:37,2023-07-13 15:42:47.000000,2023-07-13 09:49:19,3850.0,760.0,111.0,1618.0,9032.0,"Next-gen identity server (think Auth0, Okta, Firebase) with Ory-hardened authentication, PassKeys, MFA, FIDO2, TOTP,..",204.0,36,True,108.0,43.0,208.0,913.0,2023-07-12 20:24:48,322.0,1805748.0,1.0,1.0.0,31238.0,322.0,oryd/kratos,https://hub.docker.com/r/oryd/kratos,2023-07-12 20:24:47.415774,111910352.0,,,,,,16.0,,,,https://k8s.ory.sh/helm/charts,,,,,
18,speechbrain,speechbrain/speechbrain,,,voice,,https://github.com/speechbrain/speechbrain,https://github.com/speechbrain/speechbrain,Apache-2.0,2020-04-28 17:48:45,2023-07-13 15:50:18.000000,2023-07-06 16:30:29,8262.0,1096.0,126.0,925.0,6264.0,A PyTorch-based Speech Toolkit.,208.0,35,True,190.0,8.0,118.0,800.0,2023-03-24 17:40:58,826.0,173933.0,1.0,0.5.14,,826.0,,,,,,-1.0,,,,,speechbrain,https://pypi.org/project/speechbrain,173933.0,,,,,,
19,casl,stalniy/casl,,,authorization,,https://github.com/stalniy/casl,https://github.com/stalniy/casl,MIT,2017-07-18 17:49:47,2023-07-12 19:28:18.000000,2023-07-10 05:19:14,1479.0,246.0,40.0,323.0,4987.0,CASL is an isomorphic authorization JavaScript library which restricts what resources a given user is allowed to access.,66.0,35,True,37.0,100.0,8.0,416.0,2023-05-05 18:06:03,48227.0,1787799.0,2.0,@casl/mongoose@7.1.3,,48227.0,,,,,,,@casl/ability,https://www.npmjs.com/package/@casl/ability,1787799.0,,,,,,,,,,
20,casbin,casbin/casbin,,,authorization,,https://github.com/casbin/casbin,https://github.com/casbin/casbin,Apache-2.0,2017-04-08 07:51:23,2023-07-08 15:22:34.000000,2023-07-08 15:17:39,1061.0,1495.0,233.0,460.0,15262.0,"An authorization library that supports access control models like ACL, RBAC, ABAC in Golang:..",133.0,34,True,9.0,100.0,22.0,708.0,2023-06-17 14:33:13,2469.0,218113.0,2.0,2.71.1,,2469.0,,,,,,,casbin,https://www.npmjs.com/package/casbin,149682.0,,casbin,https://pypi.org/project/casbin,68431.0,,org.casbin:casbin-spring-boot-starter,https://search.maven.org/artifact/org.casbin/casbin-spring-boot-starter,,,
21,paddlespeech,PaddlePaddle/PaddleSpeech,,,voice,,https://github.com/PaddlePaddle/PaddleSpeech,https://github.com/PaddlePaddle/PaddleSpeech,Apache-2.0,2017-11-14 12:36:30,2023-07-13 01:24:01.000000,2023-06-28 08:26:08,4713.0,1539.0,183.0,1666.0,8005.0,"Easy-to-use Speech Toolkit including Self-Supervised Learning model, SOTA/Streaming ASR with punctuation, Streaming..",124.0,34,True,102.0,15.0,249.0,1292.0,2023-04-14 09:36:52,64.0,108841.0,3.0,r1.4.1,,64.0,,,,,,,,,,,paddlepaddle,https://pypi.org/project/paddlepaddle,108841.0,,,,,,
22,insightface,deepinsight/insightface,,,face,,https://github.com/deepinsight/insightface,https://github.com/deepinsight/insightface,MIT,2017-09-01 00:36:51,2023-07-13 13:24:04.000000,2023-06-10 16:42:09,2251.0,4452.0,481.0,144.0,16671.0,State-of-the-art 2D and 3D Face Analysis Project.,54.0,33,True,38.0,1.0,901.0,1317.0,2023-04-02 07:43:27,500.0,53965.0,1.0,0.7,161892.0,500.0,animcogn/insightface,https://hub.docker.com/r/animcogn/insightface,2021-03-18 22:57:48.799620,137.0,,-1.0,,,,,,,,,,,,,
23,face-api-js,justadudewhohacks/face-api.js,,,face,,https://github.com/justadudewhohacks/face-api.js,https://github.com/justadudewhohacks/face-api.js,MIT,2018-05-19 06:14:53,2023-01-05 16:14:12.000000,2020-04-22 16:40:10,488.0,3444.0,335.0,106.0,15249.0,JavaScript API for face detection and face recognition in the browser and nodejs with tensorflow.js.,25.0,33,False,,38.0,415.0,387.0,2020-03-22 14:01:55,6828.0,125256.0,1.0,0.22.2,,6828.0,,,,,,,face-api.js,https://www.npmjs.com/package/face-api.js,125256.0,,,,,,,,,,
24,pomerium,pomerium/pomerium,,,machine,,https://github.com/pomerium/pomerium,https://github.com/pomerium/pomerium,Apache-2.0,2019-01-01 08:04:37,2023-07-13 18:16:22.000000,2023-07-13 17:04:34,2968.0,274.0,35.0,3423.0,3616.0,Pomerium is an identity and context-aware access proxy.,91.0,33,True,159.0,100.0,84.0,803.0,2023-05-26 21:06:13,12.0,9405672.0,2.0,0.21.4,45065.0,12.0,pomerium/pomerium,https://hub.docker.com/r/pomerium/pomerium,2023-07-13 18:08:41.230723,507852241.0,,,,,,10.0,,,,,,,,,
25,ockam,build-trust/ockam,,,machine,,https://github.com/build-trust/ockam,https://github.com/build-trust/ockam,Apache-2.0,2018-11-30 18:57:01,2023-07-13 17:37:47.000000,2023-07-13 10:24:54,6071.0,370.0,57.0,4003.0,3375.0,"Orchestrate end-to-end encryption, cryptographic identities, mutual authentication, and authorization policies between..",197.0,32,True,759.0,100.0,201.0,985.0,2023-06-27 03:16:37,179.0,12440.0,2.0,ockam_v0.90.0,248819.0,179.0,,,,,,,,,,,,,,,,,build-trust/ockam/ockam,,
26,cas,apereo/cas,,,idp,,https://github.com/apereo/cas,https://github.com/apereo/cas,Apache-2.0,2011-09-09 01:36:42,2023-07-13 00:45:13.347242,2023-07-12 13:29:21,23383.0,3785.0,607.0,4370.0,10362.0,Apereo CAS - Identity & Single Sign On for all earthlings and beyond.,338.0,31,True,413.0,100.0,,,2023-06-30 08:34:42,,5757.0,2.0,6.6.9,,,apereo/cas,https://hub.docker.com/r/apereo/cas,2023-07-13 00:45:13.347242,817504.0,,,,,,126.0,,,,,,,,,
27,spicedb,authzed/spicedb,,,authorization,,https://github.com/authzed/spicedb,https://github.com/authzed/spicedb,Apache-2.0,2021-08-16 15:32:09,2023-07-13 17:53:32.000000,2023-07-13 15:11:52,2968.0,188.0,33.0,1068.0,3662.0,"Open Source, Google Zanzibar-inspired fine-grained permissions database.",28.0,31,True,333.0,44.0,100.0,258.0,2023-07-12 17:20:36,24.0,24582.0,2.0,1.23.0,17815.0,24.0,authzed/spicedb,https://hub.docker.com/r/authzed/spicedb,2023-07-12 17:41:26.266992,546795.0,,,,,,4.0,,,,,,,,,
28,boundary,hashicorp/boundary,,,machine,['hashicorp'],https://github.com/hashicorp/boundary,https://github.com/hashicorp/boundary,MPL-2.0,2020-01-08 18:24:07,2023-07-13 18:18:56.000000,2023-07-13 18:08:29,3252.0,232.0,73.0,3127.0,3647.0,Boundary enables identity-based access management for dynamic infrastructure.,132.0,31,True,387.0,44.0,69.0,230.0,2023-06-12 23:09:58,8.0,186659.0,2.0,0.13.0,,8.0,hashicorp/boundary,https://hub.docker.com/r/hashicorp/boundary,2023-06-12 23:15:35.268469,7839684.0,,,,,,10.0,,,,,,,,,
29,node-oidc-provider,panva/node-oidc-provider,,,authentication,,https://github.com/panva/node-oidc-provider,https://github.com/panva/node-oidc-provider,MIT,2015-12-02 09:17:41,2023-07-04 21:30:04.000000,2023-06-29 07:38:05,2397.0,713.0,71.0,220.0,2735.0,OpenID Certified OAuth 2.0 Authorization Server implementation for Node.js.,64.0,31,True,27.0,100.0,,,2023-05-30 16:30:27,1026.0,126607.0,2.0,8.2.2,,1026.0,,,,,,,oidc-provider,https://www.npmjs.com/package/oidc-provider,126607.0,,,,,,,,,,
30,spire,spiffe/spire,,,machine,"['cncf', 'linux-foundation']",https://github.com/spiffe/spire,https://github.com/spiffe/spire,Apache-2.0,2017-08-11 18:46:51,2023-07-13 16:56:26.000000,2023-07-09 19:23:47,6071.0,382.0,82.0,3088.0,1449.0,The SPIFFE Runtime Environment.,159.0,31,True,162.0,81.0,160.0,1087.0,2023-06-14 21:09:11,114.0,2012.0,2.0,1.7.0,138849.0,114.0,ghcr.io/spiffe/spire-server,https://hub.docker.com/r/ghcr.io/spiffe/spire-server,,,,,,,,,,,,,,,,,
31,faceswap,deepfakes/faceswap,,,face,,https://github.com/deepfakes/faceswap,https://github.com/deepfakes/faceswap,GPL-3.0,2017-12-19 09:44:13,2023-07-12 07:24:07.000000,2023-07-12 07:23:48,1765.0,12308.0,1518.0,508.0,46259.0,Deepfakes Software For All.,97.0,30,True,43.0,4.0,21.0,789.0,2023-06-18 18:08:19,,616.0,2.0,2.2.0,32687.0,,,,,,,1.0,,,,,,,,,,,,,
32,dex,dexidp/dex,,,authentication,['linux-foundation'],https://github.com/dexidp/dex,https://github.com/dexidp/dex,Apache-2.0,2015-08-17 17:57:06,2023-07-13 09:13:02.000000,2023-07-12 09:33:21,2528.0,1428.0,176.0,1799.0,8252.0,OpenID Connect (OIDC) identity and OAuth 2.0 provider with pluggable connectors.,218.0,30,True,137.0,80.0,286.0,775.0,2023-06-30 14:12:39,16.0,3.0,2.0,2.37.0,294.0,16.0,quay.io/dexidp/dex,https://hub.docker.com/r/quay.io/dexidp/dex,,,,,,,,,,,,,,,,,
