,name,github_id,group_id,group,category,labels,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,watchers_count,pr_count,star_count,description,contributor_count,projectrank,show,recent_commit_count,release_count,open_issue_count,closed_issue_count,latest_stable_release_published_at,dependent_project_count,monthly_downloads,projectrank_placing,latest_stable_release_number,github_release_downloads,github_dependent_project_count,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,updated_github_id,npm_id,npm_url,npm_monthly_downloads,dockerhub_stars,pypi_id,pypi_url,pypi_monthly_downloads,trending,helm_id,maven_id,maven_url,brew_id,gem_url,apt_id
10,coredns,coredns/coredns,,,machine,"['linux-foundation', 'cncf']",https://github.com/coredns/coredns,https://github.com/coredns/coredns,Apache-2.0,2016-03-18 20:56:45,2023-09-25 13:20:00.000000,2023-09-19 19:06:20,3754.0,1865.0,238.0,4016.0,11227.0,CoreDNS is a DNS server that chains plugins.,370.0,41,True,78.0,67.0,97.0,2095.0,2023-08-15 20:00:30,5535.0,2842262.0,1.0,1.11.1,6799059.0,5535.0,coredns/coredns,https://hub.docker.com/r/coredns/coredns,2023-08-15 20:02:07.060982,248518952.0,,,,,141.0,,,,,,,,,,
11,open-policy-agent,open-policy-agent/opa,,,authorization,"['cncf', 'linux-foundation']",https://github.com/open-policy-agent/opa,https://github.com/open-policy-agent/opa,Apache-2.0,2015-12-28 22:08:25,2023-09-28 18:09:43.324788,2023-09-28 15:43:42,4789.0,1165.0,123.0,3884.0,8547.0,"An open source, general-purpose policy engine.",421.0,40,True,111.0,100.0,298.0,2053.0,2023-09-28 14:54:02,2901.0,4740676.0,1.0,0.57.0,4055703.0,2901.0,openpolicyagent/opa,https://hub.docker.com/r/openpolicyagent/opa,2023-09-28 18:09:43.324788,433339346.0,,,,,38.0,,,,,,,,,,
12,oauthlib,oauthlib/oauthlib,,,authentication,,https://github.com/oauthlib/oauthlib,https://github.com/oauthlib/oauthlib,BSD-3-Clause,2011-11-19 23:08:51,2023-09-15 10:51:37.000000,2023-09-03 20:08:57,1676.0,456.0,69.0,491.0,2650.0,"A generic, spec-compliant, thorough implementation of the OAuth request-signing logic.",194.0,40,True,28.0,48.0,75.0,293.0,2023-01-10 13:13:43,435763.0,81982387.0,1.0,3.2.2,,435763.0,,,,,,,,,,oauthlib,https://pypi.org/project/oauthlib,81982387.0,2.0,,,,,,
13,cert-manager,cert-manager/cert-manager,,,pki,['linux-foundation'],https://github.com/cert-manager/cert-manager,https://github.com/cert-manager/cert-manager,Apache-2.0,2017-05-24 16:25:59,2023-09-28 12:24:44.000000,2023-09-28 12:24:44,8057.0,1863.0,147.0,3064.0,10738.0,Automatically provision and manage TLS certificates in Kubernetes.,411.0,38,True,169.0,100.0,158.0,2945.0,2023-09-27 08:23:14,642.0,1585723.0,1.0,1.12.5,57086035.0,642.0,,,,,,,,,,,,,-1.0,,,,,,
14,speechbrain,speechbrain/speechbrain,,,voice,,https://github.com/speechbrain/speechbrain,https://github.com/speechbrain/speechbrain,Apache-2.0,2020-04-28 17:48:45,2023-09-28 16:05:53.000000,2023-09-27 19:15:30,9203.0,1119.0,125.0,983.0,6617.0,A PyTorch-based Speech Toolkit.,220.0,38,True,617.0,9.0,88.0,853.0,2023-07-22 18:07:47,963.0,166395.0,1.0,0.5.15,,963.0,,,,,,,,,,speechbrain,https://pypi.org/project/speechbrain,166395.0,,,,,,,
15,passport,jaredhanson/passport,,,authentication,,https://github.com/jaredhanson/passport,https://github.com/jaredhanson/passport,MIT,2011-10-08 22:38:32,2023-09-19 03:43:02.000000,2023-03-10 17:27:55,617.0,1180.0,314.0,155.0,21819.0,"Simple, unobtrusive authentication for Node.js.",38.0,37,True,,,336.0,421.0,,918482.0,9119683.0,2.0,,,918482.0,,,,,,passport,https://www.npmjs.com/package/passport,9119683.0,,,,,,,,,,,
16,keycloak,keycloak/keycloak,,,idp,['cncf'],https://github.com/keycloak/keycloak,https://github.com/keycloak/keycloak,Apache-2.0,2013-07-02 13:38:51,2023-09-28 16:56:41.000000,2023-09-28 09:34:45,22950.0,5545.0,365.0,12819.0,17508.0,Open Source Identity and Access Management For Modern Applications and Services.,1261.0,37,True,683.0,41.0,1789.0,5624.0,2023-09-12 17:46:24,,63086.0,1.0,22.0.3,2081864.0,,quay.io/keycloak/keycloak,https://hub.docker.com/r/quay.io/keycloak/keycloak,,,,,,,,,,,,,,,,,
17,vault,hashicorp/vault,,,pki,['hashicorp'],https://github.com/hashicorp/vault,https://github.com/hashicorp/vault,,2015-02-25 00:15:59,2023-09-28 18:07:10.000000,2023-09-28 16:41:32,18279.0,3811.0,814.0,17557.0,28451.0,"A tool for secrets management, encryption as a service, and privileged access management.",1415.0,36,False,668.0,100.0,912.0,4770.0,2023-09-26 19:00:10,6625.0,,2.0,1.15.0,,6625.0,,,,,,,,,,,,,,,,,,,
18,ory-hydra,ory/hydra,,,authentication,['ory'],https://github.com/ory/hydra,https://github.com/ory/hydra,Apache-2.0,2015-05-22 12:42:08,2023-09-28 18:04:40.000000,2023-09-25 09:32:57,3713.0,1302.0,232.0,1711.0,14525.0,"OpenID Certified OpenID Connect and OAuth Provider written in Go - cloud native, security-first, open source API..",289.0,36,True,71.0,100.0,73.0,1386.0,2023-05-24 08:55:23,2.0,4083774.0,2.0,2.1.2,635872.0,2.0,oryd/hydra,https://hub.docker.com/r/oryd/hydra,2023-08-16 21:09:15.061728,407414008.0,,,,,75.0,,,,,https://k8s.ory.sh/helm/charts,,,,,
19,ory-kratos,ory/kratos,,,idp,['ory'],https://github.com/ory/kratos,https://github.com/ory/kratos,Apache-2.0,2018-05-29 16:09:37,2023-09-28 15:04:52.000000,2023-09-27 08:45:51,3958.0,793.0,109.0,1707.0,9378.0,"Next-gen identity server (think Auth0, Okta, Firebase) with Ory-hardened authentication, PassKeys, MFA, FIDO2, TOTP,..",209.0,36,True,133.0,43.0,185.0,976.0,2023-07-12 20:24:48,325.0,1754291.0,1.0,1.0.0,33225.0,325.0,oryd/kratos,https://hub.docker.com/r/oryd/kratos,2023-07-12 20:24:47.415774,112226345.0,,,,,17.0,,,,,https://k8s.ory.sh/helm/charts,,,,,
20,casbin,casbin/casbin,,,authorization,,https://github.com/casbin/casbin,https://github.com/casbin/casbin,Apache-2.0,2017-04-08 07:51:23,2023-09-25 11:28:11.000000,2023-09-25 11:23:35,1077.0,1532.0,232.0,475.0,15778.0,"An authorization library that supports access control models like ACL, RBAC, ABAC in Golang:..",135.0,35,True,17.0,100.0,26.0,730.0,2023-09-02 15:37:12,2552.0,261267.0,2.0,2.77.2,,2552.0,,,,,,casbin,https://www.npmjs.com/package/casbin,155429.0,,casbin,https://pypi.org/project/casbin,105838.0,,,org.casbin:casbin-spring-boot-starter,https://search.maven.org/artifact/org.casbin/casbin-spring-boot-starter,,,
21,casl,stalniy/casl,,,authorization,,https://github.com/stalniy/casl,https://github.com/stalniy/casl,MIT,2017-07-18 17:49:47,2023-09-26 03:21:05.000000,2023-09-26 03:18:50,1497.0,246.0,41.0,335.0,5162.0,CASL is an isomorphic authorization JavaScript library which restricts what resources a given user is allowed to access.,66.0,35,True,20.0,100.0,8.0,423.0,2023-07-28 06:28:52,54127.0,2212034.0,2.0,@casl/mongoose@7.2.1,,54127.0,,,,,,@casl/ability,https://www.npmjs.com/package/@casl/ability,2212034.0,,,,,3.0,,,,,,
22,face-api-js,justadudewhohacks/face-api.js,,,face,,https://github.com/justadudewhohacks/face-api.js,https://github.com/justadudewhohacks/face-api.js,MIT,2018-05-19 06:14:53,2023-09-03 13:34:38.000000,2020-04-22 16:40:10,488.0,3487.0,333.0,107.0,15469.0,JavaScript API for face detection and face recognition in the browser and nodejs with tensorflow.js.,25.0,34,False,,38.0,421.0,389.0,2020-03-22 14:01:55,7337.0,157176.0,1.0,0.22.2,,7337.0,,,,,,face-api.js,https://www.npmjs.com/package/face-api.js,157176.0,,,,,,,,,,,
23,paddlespeech,PaddlePaddle/PaddleSpeech,,,voice,,https://github.com/PaddlePaddle/PaddleSpeech,https://github.com/PaddlePaddle/PaddleSpeech,Apache-2.0,2017-11-14 12:36:30,2023-09-22 05:56:15.000000,2023-09-19 06:25:53,4731.0,1606.0,182.0,1680.0,8700.0,"Easy-to-use Speech Toolkit including Self-Supervised Learning model, SOTA/Streaming ASR with punctuation, Streaming..",128.0,34,True,18.0,15.0,346.0,1318.0,2023-04-14 09:36:52,74.0,167347.0,3.0,r1.4.1,,74.0,,,,,,,,,,paddlepaddle,https://pypi.org/project/paddlepaddle,167347.0,-1.0,,,,,,
24,insightface,deepinsight/insightface,,,face,,https://github.com/deepinsight/insightface,https://github.com/deepinsight/insightface,,2017-09-01 00:36:51,2023-09-25 05:40:07.000000,2023-09-10 02:01:49,2281.0,4680.0,487.0,148.0,18262.0,State-of-the-art 2D and 3D Face Analysis Project.,57.0,33,False,30.0,1.0,954.0,1334.0,2023-04-02 07:43:27,968.0,119094.0,2.0,0.7,595466.0,968.0,animcogn/insightface,https://hub.docker.com/r/animcogn/insightface,2021-03-18 22:57:48.799620,138.0,,,,,,,,,,,,,,,
25,cas,apereo/cas,,,idp,,https://github.com/apereo/cas,https://github.com/apereo/cas,Apache-2.0,2011-09-09 01:36:42,2023-09-28 14:40:18.000000,2023-09-28 13:42:26,23802.0,3797.0,609.0,4456.0,10460.0,Apereo CAS - Identity & Single Sign On for all earthlings and beyond.,339.0,33,True,500.0,100.0,,,2023-09-25 16:37:07,15.0,5805.0,2.0,6.6.11,,15.0,apereo/cas,https://hub.docker.com/r/apereo/cas,2023-09-27 00:37:34.582547,836058.0,,,,,128.0,,,,,,,,,,
26,pomerium,pomerium/pomerium,,,machine,,https://github.com/pomerium/pomerium,https://github.com/pomerium/pomerium,Apache-2.0,2019-01-01 08:04:37,2023-09-28 16:27:49.519861,2023-09-28 15:41:19,3094.0,268.0,36.0,3610.0,3673.0,Pomerium is an identity and context-aware access proxy.,91.0,33,True,143.0,100.0,80.0,846.0,2023-08-28 14:49:52,13.0,15641787.0,2.0,0.23.0,47447.0,13.0,pomerium/pomerium,https://hub.docker.com/r/pomerium/pomerium,2023-09-28 16:27:49.519861,875883578.0,,,,,10.0,,,,,,,,,,
27,ockam,build-trust/ockam,,,machine,,https://github.com/build-trust/ockam,https://github.com/build-trust/ockam,Apache-2.0,2018-11-30 18:57:01,2023-09-28 17:58:52.000000,2023-09-28 16:55:49,6788.0,414.0,57.0,4532.0,3602.0,"Orchestrate end-to-end encryption, cryptographic identities, mutual authentication, and authorization policies between..",216.0,33,True,841.0,100.0,289.0,1175.0,2023-09-23 06:53:19,182.0,14770.0,2.0,ockam_v0.94.0,324942.0,182.0,,,,,,,,,,,,,,,,,build-trust/ockam/ockam,,
28,spire,spiffe/spire,,,machine,"['cncf', 'linux-foundation']",https://github.com/spiffe/spire,https://github.com/spiffe/spire,Apache-2.0,2017-08-11 18:46:51,2023-09-26 22:34:13.000000,2023-09-25 20:46:10,6192.0,400.0,84.0,3237.0,1507.0,The SPIFFE Runtime Environment.,171.0,32,True,137.0,85.0,149.0,1140.0,2023-09-20 17:39:09,118.0,2209.0,2.0,1.8.0,156851.0,118.0,ghcr.io/spiffe/spire-server,https://hub.docker.com/r/ghcr.io/spiffe/spire-server,,,,,,,,,,,,,,,,,
29,ageitgey-face-recognition,ageitgey/face_recognition,,,face,,https://github.com/ageitgey/face_recognition,https://github.com/ageitgey/face_recognition,MIT,2017-03-03 21:52:39,2023-09-13 13:23:14.000000,2022-06-10 09:12:18,238.0,12785.0,1572.0,221.0,49449.0,The worlds simplest facial recognition api for Python and the command line.,54.0,31,False,,2.0,713.0,583.0,2018-04-02 17:18:43,15.0,50145.0,2.0,1.2.2,1153.0,15.0,animcogn/face_recognition,https://hub.docker.com/r/animcogn/face_recognition,2021-08-17 00:42:22.824355,6866.0,,,,,16.0,face_recognition,https://pypi.org/project/face_recognition,50043.0,,,,,,,
30,faceswap,deepfakes/faceswap,,,face,,https://github.com/deepfakes/faceswap,https://github.com/deepfakes/faceswap,GPL-3.0,2017-12-19 09:44:13,2023-09-28 10:56:28.000000,2023-09-28 10:55:38,1778.0,12443.0,1536.0,513.0,47145.0,Deepfakes Software For All.,97.0,30,True,23.0,4.0,20.0,805.0,2023-06-18 18:08:19,,2068.0,2.0,2.2.0,113788.0,,,,,,,,,,,,,,-1.0,,,,,,
31,dex,dexidp/dex,,,authentication,['linux-foundation'],https://github.com/dexidp/dex,https://github.com/dexidp/dex,Apache-2.0,2015-08-17 17:57:06,2023-09-28 04:55:56.000000,2023-08-24 10:21:20,2551.0,1460.0,178.0,1863.0,8447.0,OpenID Connect (OIDC) identity and OAuth 2.0 provider with pluggable connectors.,219.0,30,True,27.0,80.0,279.0,792.0,2023-06-30 14:12:39,142.0,3.0,2.0,2.37.0,305.0,142.0,quay.io/dexidp/dex,https://hub.docker.com/r/quay.io/dexidp/dex,,,,,,,,,,,,,,,,,
32,keto,ory/keto,,,authorization,['ory'],https://github.com/ory/keto,https://github.com/ory/keto,Apache-2.0,2018-03-17 10:40:15,2023-09-27 03:32:22.000000,2023-09-26 08:30:38,1473.0,299.0,58.0,1061.0,4246.0,"Open Source (Go) implementation of Zanzibar: Googles Consistent, Global Authorization System. Ships gRPC, REST APIs,..",70.0,30,True,56.0,50.0,44.0,256.0,,18.0,769855.0,2.0,,17182.0,18.0,oryd/keto,https://hub.docker.com/r/oryd/keto,2023-03-09 14:30:27.177505,50790935.0,,,,,6.0,,,,2.0,,,,,,
33,spicedb,authzed/spicedb,,,authorization,,https://github.com/authzed/spicedb,https://github.com/authzed/spicedb,Apache-2.0,2021-08-16 15:32:09,2023-09-28 09:03:48.000000,2023-09-27 15:03:45,3130.0,202.0,37.0,1141.0,3868.0,"Open Source, Google Zanzibar-inspired fine-grained permissions database.",35.0,30,True,188.0,55.0,105.0,284.0,2023-09-05 15:07:35,33.0,41194.0,2.0,1.25.0,23933.0,33.0,authzed/spicedb,https://hub.docker.com/r/authzed/spicedb,2023-09-05 15:25:56.434610,1004926.0,,,,,4.0,,,,,,,,,,
34,did-jwt,decentralized-identity/did-jwt,,,decentralized,['dif'],https://github.com/decentralized-identity/did-jwt,https://github.com/decentralized-identity/did-jwt,Apache-2.0,2018-02-24 02:00:53,2023-09-28 15:37:26.000000,2023-09-27 18:54:25,598.0,64.0,39.0,210.0,304.0,Create and verify DID verifiable JWTs in Javascript.,41.0,30,True,19.0,100.0,5.0,81.0,2023-09-27 18:55:11,3923.0,161367.0,1.0,7.4.1,,3923.0,,,,,,did-jwt,https://www.npmjs.com/package/did-jwt,161367.0,,,,,,,,,,,
35,deepfacelab,iperov/DeepFaceLab,,,face,,https://github.com/iperov/DeepFaceLab,https://github.com/iperov/DeepFaceLab,GPL-3.0,2018-06-04 13:10:00,2023-08-31 22:29:15.000000,2023-04-27 06:45:45,1313.0,8796.0,1100.0,129.0,42672.0,DeepFaceLab is the leading software for creating deepfakes.,22.0,29,True,,2.0,532.0,798.0,2020-04-09 05:48:48,15.0,3848.0,3.0,DF.wf.288res.384.92.72.22,161653.0,15.0,,,,,,,,,,,,,,,,,,,
36,deepface,serengil/deepface,,,face,,https://github.com/serengil/deepface,https://github.com/serengil/deepface,MIT,2020-02-08 20:42:28,2023-09-26 08:07:46.000000,2023-09-26 08:07:46,1082.0,1460.0,107.0,83.0,7475.0,"A Lightweight Face Recognition and Facial Attribute Analysis (Age, Gender, Emotion and Race) Library for Python.",44.0,29,True,30.0,,8.0,757.0,,1907.0,28683.0,3.0,,,1907.0,,,,,,,,,,deepface,https://pypi.org/project/deepface,28683.0,,,,,,,
37,casdoor,casdoor/casdoor,,,idp,,https://github.com/casdoor/casdoor,https://github.com/casdoor/casdoor,Apache-2.0,2020-10-22 14:40:03,2023-09-28 18:10:03.000000,2023-09-27 14:37:57,1994.0,833.0,55.0,1248.0,7072.0,"An open-source Identity and Access Management (IAM) / Single-Sign-On (SSO) platform with web UI supporting OAuth 2.0,..",141.0,29,True,257.0,100.0,100.0,929.0,2023-09-27 10:22:01,3.0,2138.0,2.0,1.426.0,,3.0,casbin/casdoor,https://hub.docker.com/r/casbin/casdoor,2023-09-27 15:29:33.724414,74862.0,,,,,9.0,,,,,,,,,,
38,boundary,hashicorp/boundary,,,machine,['hashicorp'],https://github.com/hashicorp/boundary,https://github.com/hashicorp/boundary,,2020-01-08 18:24:07,2023-09-28 18:10:04.000000,2023-09-28 12:47:56,3408.0,248.0,202.0,3472.0,3694.0,Boundary enables identity-based access management for dynamic infrastructure.,140.0,29,False,180.0,45.0,72.0,232.0,2023-07-18 12:06:27,8.0,217691.0,3.0,0.13.1,,8.0,hashicorp/boundary,https://hub.docker.com/r/hashicorp/boundary,2023-07-18 12:12:01.655444,9578415.0,,,,,11.0,,,,,,,,,,
39,oathkeeper,ory/oathkeeper,,,machine,['ory'],https://github.com/ory/oathkeeper,https://github.com/ory/oathkeeper,Apache-2.0,2017-09-25 11:04:45,2023-09-08 14:28:23.000000,2023-09-08 08:05:44,1354.0,318.0,49.0,714.0,3071.0,"A cloud native Identity & Access Proxy / API (IAP) and Access Control Decision API that authenticates, authorizes, and..",109.0,29,True,32.0,100.0,48.0,275.0,2023-07-18 10:23:06,2.0,1214817.0,3.0,0.40.6,30150.0,2.0,oryd/oathkeeper,https://hub.docker.com/r/oryd/oathkeeper,2023-07-18 10:23:05.234030,87435897.0,,,,,30.0,,,,,,,,,,
40,identity-server,duendesoftware/identityserver,,,authentication,,https://github.com/DuendeSoftware/IdentityServer,https://github.com/DuendeSoftware/IdentityServer,https://duendesoftware.com/license,2020-10-01 08:46:31,2023-09-28 17:35:38.000000,2023-09-28 12:33:21,4999.0,256.0,38.0,698.0,1154.0,The most flexible and standards-compliant OpenID Connect and OAuth 2.x framework for ASP.NET Core.,292.0,29,True,135.0,47.0,58.0,231.0,2023-09-20 14:53:26,1315.0,,3.0,6.3.5,,1315.0,,,,,,,,,,,,,,,,,,,
41,authelia,authelia/authelia,,,idp,,https://github.com/authelia/authelia,https://github.com/authelia/authelia,Apache-2.0,2016-12-07 00:56:57,2023-09-28 15:20:19.000000,2023-09-28 15:20:17,4774.0,940.0,157.0,4593.0,17449.0,The Single Sign-On Multi-Factor portal for web apps.,131.0,28,True,323.0,100.0,70.0,1069.0,2022-12-21 09:01:04,,599.0,2.0,4.37.5,26395.0,,,,,,,,,,,,,,,,,,,,
42,openface,cmusatyalab/openface,,,face,,https://github.com/cmusatyalab/openface,https://github.com/cmusatyalab/openface,Apache-2.0,2015-09-16 12:47:27,2023-06-14 17:20:44.000000,2023-06-14 17:20:41,735.0,3481.0,761.0,73.0,14860.0,Face recognition with deep neural networks.,30.0,28,True,,4.0,9.0,370.0,2016-02-25 17:42:46,67.0,1675.0,3.0,0.2.1,,67.0,bamos/openface,https://hub.docker.com/r/bamos/openface,2018-06-18 18:11:58.528635,160872.0,,,,,70.0,,,,,,,,,,
43,logto,logto-io/logto,,,idp,,https://github.com/logto-io/logto,https://github.com/logto-io/logto,MPL-2.0,2021-06-19 03:01:50,2023-09-28 16:47:00.000000,2023-09-28 08:53:21,4852.0,240.0,34.0,4262.0,6320.0,"Logto is a modern Auth0 alternative for building identity infrastructure with minimal effort, for both your customers..",40.0,28,True,479.0,48.0,74.0,221.0,2023-09-21 14:25:57,7.0,760.0,2.0,1.9.1,2508.0,7.0,svhd/logto,https://hub.docker.com/r/svhd/logto,2023-09-21 14:21:16.943122,16574.0,,,,,1.0,,,,,,,,,,
44,doorkeeper,doorkeeper-gem/doorkeeper,,,authentication,,https://github.com/doorkeeper-gem/doorkeeper,https://github.com/doorkeeper-gem/doorkeeper,MIT,2011-11-18 13:02:01,2023-09-26 14:40:40.000000,2023-09-26 14:40:31,2368.0,1004.0,107.0,815.0,5193.0,Doorkeeper is an OAuth 2 provider for Ruby on Rails / Grape.,311.0,28,True,7.0,62.0,23.0,828.0,2023-03-29 07:20:04,8141.0,,3.0,5.6.6,,8141.0,,,,,,,,,,,,,,,,,,doorkeeper,
45,boulder,letsencrypt/boulder,,,pki,['linux-foundation'],https://github.com/letsencrypt/boulder,https://github.com/letsencrypt/boulder,MPL-2.0,2014-12-21 00:29:54,2023-09-28 17:54:55.000000,2023-09-27 16:12:44,6309.0,531.0,138.0,4230.0,4777.0,"An ACME-based certificate authority, written in Go.",127.0,28,True,82.0,85.0,194.0,2662.0,2023-09-26 20:37:39,,21737.0,2.0,release-2023-09-26,58251.0,,letsencrypt/boulder-tools,https://hub.docker.com/r/letsencrypt/boulder-tools,2023-09-07 22:26:46.992904,1942637.0,,,,,13.0,,,,,,,,,,
46,zitadel,zitadel/zitadel,,,idp,,https://github.com/zitadel/zitadel,https://github.com/zitadel/zitadel,Apache-2.0,2020-03-16 13:51:31,2023-09-28 14:44:29.000000,2023-09-28 12:59:58,2482.0,261.0,29.0,4575.0,4697.0,"ZITADEL - Identity infrastructure, simplified foryou.",74.0,28,True,215.0,100.0,404.0,1276.0,2023-09-22 11:29:46,,390.0,2.0,2.37.2,1563.0,,ghcr.io/zitadel/zitadel,https://hub.docker.com/r/ghcr.io/zitadel/zitadel,,,,,,,,,,,,https://charts.zitadel.com,,,,,
47,oso,osohq/oso,,,authorization,,https://github.com/osohq/oso,https://github.com/osohq/oso,Apache-2.0,2020-05-04 20:05:50,2023-08-27 21:38:50.000000,2023-07-24 15:50:06,1200.0,154.0,31.0,1518.0,3223.0,Oso is a batteries-included framework for building authorization in your application.,63.0,28,True,9.0,100.0,104.0,100.0,2023-04-03 23:25:23,77.0,34862.0,3.0,0.27.0,2614.0,77.0,,,,,,,,,,oso,https://pypi.org/project/oso,34778.0,,,,,,,
