,name,github_id,group_id,group,category,labels,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,watchers_count,pr_count,star_count,description,contributor_count,projectrank,show,recent_commit_count,release_count,open_issue_count,closed_issue_count,latest_stable_release_published_at,dependent_project_count,monthly_downloads,projectrank_placing,trending,latest_stable_release_number,github_release_downloads,github_dependent_project_count,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,updated_github_id,npm_id,npm_url,npm_monthly_downloads,dockerhub_stars,pypi_id,pypi_url,pypi_monthly_downloads,helm_id,maven_id,maven_url,brew_id,gem_url,apt_id
0,aries,hyperledger/aries,aries,True,decentralized,['hyperledger'],https://github.com/hyperledger/aries,https://github.com/hyperledger/aries,Apache-2.0,2019-05-08 16:49:48,2023-08-17 18:06:05.000000,2023-08-17 18:06:03,23160.0,963.0,190.0,6077.0,1294.0,"Hyperledger Aries is infrastructure for blockchain-rooted, peer-to-peer interactions.",450.0,33,True,699.0,212.0,906.0,2701.0,2023-07-31 12:40:39,51.0,630.0,1.0,-1.0,,,,,,,,,,,,,,,,,,,,,
1,trinsic-id,trinsic-id/sdk,trinsic-id,True,decentralized,,https://github.com/trinsic-id/sdk,https://github.com/trinsic-id/sdk,Apache-2.0,2020-10-19 15:17:13,2023-08-17 18:13:14.000000,2023-08-16 11:31:09,1568.0,26.0,14.0,1680.0,50.0,Trinsic SDK repository.,41.0,27,False,55.0,33.0,4.0,370.0,2023-04-24 13:26:38,496.0,1614.0,1.0,,1.11.0,8324.0,,,,,,,,,,,,,,,,,,,
2,sphereon-ssi,sphereon-opensource/ssi-sdk,sphereon-ssi,True,decentralized,,https://github.com/Sphereon-Opensource/SSI-SDK,https://github.com/Sphereon-Opensource/SSI-SDK,Apache-2.0,2021-04-12 14:54:14,2023-08-17 14:52:09.000000,2023-08-17 14:52:08,4109.0,45.0,33.0,467.0,189.0,Self Sovereign Identity SDK.,57.0,25,True,405.0,68.0,12.0,44.0,2023-08-10 02:52:57,65.0,6.0,2.0,,0.15.1,,1.0,,,,,,,,,,,,,,,,,,
3,waltid-ssikit,walt-id/waltid-ssikit,waltid-ssikit,True,decentralized,,https://github.com/walt-id/waltid-ssikit,https://github.com/walt-id/waltid-ssikit,Apache-2.0,2021-08-04 08:19:14,2023-08-13 23:38:18.424366,2023-08-13 23:33:42,2588.0,62.0,13.0,331.0,147.0,Use web3 identity / self-sovereign identity (SSI).,47.0,23,True,183.0,149.0,10.0,230.0,2023-08-13 23:43:03,,4590.0,2.0,,1.2308021811.0,56.0,,waltid/ssikit,https://hub.docker.com/r/waltid/ssikit,2023-08-02 18:20:02.399015,7978.0,,,,,,,,,,,,,,
4,polygon-id,0xPolygonID/sh-id-platform,polygon-id,True,decentralized,,https://github.com/0xPolygonID/issuer-node,https://github.com/0xPolygonID/issuer-node,Apache-2.0,2022-11-08 12:11:09,2023-08-17 13:23:38.000000,2023-08-14 14:35:10,1540.0,48.0,12.0,485.0,83.0,Self Hosted Issuer Node.,28.0,22,False,196.0,24.0,19.0,95.0,2023-08-03 19:46:10,36.0,,2.0,,2.2.0,,,,,,,0xPolygonID/issuer-node,,,,,,,,,,,,,
5,solid-project,solid/solid,solid-project,True,standards,['solid'],https://github.com/solid/solid,https://github.com/solid/solid,MIT,2015-11-24 05:45:27,2023-08-17 13:57:06.000000,2023-08-14 08:16:36,1050.0,407.0,615.0,230.0,8604.0,Solid - Re-decentralizing the web (project directory).,41.0,21,True,38.0,1.0,317.0,210.0,2021-12-21 13:00:06,,,1.0,,,,,,,,,,,,,,,,,,,,,,
6,spruceid,spruceid/didkit,spruceid,True,decentralized,,https://github.com/spruceid/didkit,https://github.com/spruceid/didkit,Apache-2.0,2020-07-23 21:18:28,2023-08-17 00:15:50.000000,2023-07-14 13:35:29,1015.0,113.0,77.0,650.0,403.0,A cross-platform toolkit for decentralized identity.,51.0,19,True,8.0,,126.0,197.0,,111.0,,3.0,,,,4.0,ghcr.io/spruceid/didkit-http,https://hub.docker.com/r/ghcr.io/spruceid/didkit-http,,,,,,,,,,,,,,,,
7,evernym-ssi,evernym/verity,evernym-ssi,True,decentralized,,https://github.com/evernym/verity,https://github.com/evernym/verity,Apache-2.0,2020-01-14 21:16:21,2023-08-08 10:21:22.000000,2023-04-11 16:19:31,6279.0,56.0,99.0,201.0,97.0,Evernym Verity is a decentralized protocol platform for issuing and verifying digital credentials. This repository..,144.0,17,False,,100.0,3.0,,2021-03-22 11:09:10,41.0,8.0,3.0,,,,,,,,,,,,,,,,,,,,,,
8,talao-altme,talaodao/altme,talao-altme,True,decentralized,,https://github.com/TalaoDAO/AltMe,https://github.com/TalaoDAO/AltMe,Apache-2.0,2021-06-29 14:41:04,2023-08-17 16:34:26.000000,2023-08-17 16:34:21,7143.0,12.0,8.0,498.0,31.0,SSI + crypto wallet .Self Sovereign Identity wallet with cryptos and NFT features. EBSI conformant.,18.0,17,False,205.0,1.0,68.0,1581.0,2023-01-06 16:00:40,,,3.0,,,,,,,,,,,,,,,,,,,,,,
9,nextauthjs,nextauthjs/next-auth,,,authentication,,https://github.com/nextauthjs/next-auth,https://github.com/nextauthjs/next-auth,ISC,2018-01-27 12:28:16,2023-08-17 17:00:00.000000,2023-08-14 14:46:10,2413.0,2145.0,96.0,1917.0,18193.0,Authentication for the Web.,553.0,41,True,161.0,100.0,195.0,3217.0,2023-08-16 07:48:21,122252.0,2418414.0,1.0,,next-auth@4.23.1,,122252.0,,,,,,next-auth,https://www.npmjs.com/package/next-auth,2418414.0,,,,,,,,,,
10,coredns,coredns/coredns,,,machine,"['linux-foundation', 'cncf']",https://github.com/coredns/coredns,https://github.com/coredns/coredns,Apache-2.0,2016-03-18 20:56:45,2023-08-17 13:40:16.000000,2023-08-15 19:30:32,3728.0,1855.0,236.0,3969.0,11108.0,CoreDNS is a DNS server that chains plugins.,367.0,41,True,91.0,67.0,92.0,2079.0,2023-08-15 20:00:30,5433.0,2828085.0,1.0,,1.11.1,6760950.0,5433.0,coredns/coredns,https://hub.docker.com/r/coredns/coredns,2023-08-15 20:02:07.060982,244449961.0,,,,,138.0,,,,,,,,,
11,open-policy-agent,open-policy-agent/opa,,,authorization,"['cncf', 'linux-foundation']",https://github.com/open-policy-agent/opa,https://github.com/open-policy-agent/opa,Apache-2.0,2015-12-28 22:08:25,2023-08-17 17:49:48.761065,2023-08-17 17:01:03,4732.0,1149.0,121.0,3821.0,8373.0,"An open source, general-purpose policy engine.",412.0,40,True,147.0,100.0,309.0,2017.0,2023-07-27 18:10:47,2730.0,4608282.0,1.0,,0.55.0,3693582.0,2730.0,openpolicyagent/opa,https://hub.docker.com/r/openpolicyagent/opa,2023-08-17 17:49:48.761065,417299048.0,,,,,38.0,,,,,,,,,
12,cert-manager,cert-manager/cert-manager,,,pki,['linux-foundation'],https://github.com/cert-manager/cert-manager,https://github.com/cert-manager/cert-manager,Apache-2.0,2017-05-24 16:25:59,2023-08-17 17:01:31.000000,2023-08-17 17:01:31,7965.0,1846.0,147.0,3003.0,10627.0,Automatically provision and manage TLS certificates in Kubernetes.,410.0,39,True,191.0,100.0,174.0,2896.0,2023-07-26 12:33:55,574.0,1437419.0,1.0,1.0,1.12.3,53184514.0,574.0,,,,,,,,,,,,,,,,,,
13,speechbrain,speechbrain/speechbrain,,,voice,,https://github.com/speechbrain/speechbrain,https://github.com/speechbrain/speechbrain,Apache-2.0,2020-04-28 17:48:45,2023-08-17 15:25:06.000000,2023-08-16 11:48:11,9109.0,1104.0,126.0,963.0,6427.0,A PyTorch-based Speech Toolkit.,219.0,38,True,704.0,9.0,127.0,809.0,2023-07-22 18:07:47,893.0,201330.0,1.0,,0.5.15,,893.0,,,,,,,,,,speechbrain,https://pypi.org/project/speechbrain,201330.0,,,,,,
14,oauthlib,oauthlib/oauthlib,,,authentication,,https://github.com/oauthlib/oauthlib,https://github.com/oauthlib/oauthlib,BSD-3-Clause,2011-11-19 23:08:51,2023-08-13 05:43:18.000000,2023-06-13 03:01:14,1646.0,457.0,69.0,482.0,2627.0,"A generic, spec-compliant, thorough implementation of the OAuth request-signing logic.",192.0,38,True,1.0,48.0,76.0,289.0,2023-01-10 13:13:43,416999.0,81379709.0,1.0,,3.2.2,,416999.0,,,,,,,,,,oauthlib,https://pypi.org/project/oauthlib,81379709.0,,,,,,
15,passport,jaredhanson/passport,,,authentication,,https://github.com/jaredhanson/passport,https://github.com/jaredhanson/passport,MIT,2011-10-08 22:38:32,2023-06-15 06:35:28.000000,2023-03-10 17:27:55,617.0,1176.0,315.0,152.0,21701.0,"Simple, unobtrusive authentication for Node.js.",38.0,37,True,,,330.0,420.0,,895166.0,8864756.0,2.0,,,,895166.0,,,,,,passport,https://www.npmjs.com/package/passport,8864756.0,,,,,,,,,,
16,keycloak,keycloak/keycloak,,,idp,['cncf'],https://github.com/keycloak/keycloak,https://github.com/keycloak/keycloak,Apache-2.0,2013-07-02 13:38:51,2023-08-17 17:51:15.000000,2023-08-17 16:35:57,22632.0,5459.0,363.0,12337.0,17107.0,Open Source Identity and Access Management For Modern Applications and Services.,1225.0,37,True,639.0,39.0,1729.0,5304.0,2023-07-18 09:57:40,2.0,61639.0,1.0,-1.0,22.0.1,1972452.0,2.0,quay.io/keycloak/keycloak,https://hub.docker.com/r/quay.io/keycloak/keycloak,,,,,,,,,,,,,,,,
17,vault,hashicorp/vault,,,pki,['hashicorp'],https://github.com/hashicorp/vault,https://github.com/hashicorp/vault,,2015-02-25 00:15:59,2023-08-17 18:07:39.000000,2023-08-17 17:03:05,17901.0,3753.0,818.0,16658.0,28231.0,"A tool for secrets management, encryption as a service, and privileged access management.",1388.0,36,False,579.0,100.0,887.0,4734.0,2023-07-25 18:08:48,6525.0,,2.0,-2.0,1.14.1,,6525.0,,,,,,,,,,,,,,,,,,
18,ory-hydra,ory/hydra,,,authentication,['ory'],https://github.com/ory/hydra,https://github.com/ory/hydra,Apache-2.0,2015-05-22 12:42:08,2023-08-16 21:10:58.000000,2023-08-16 21:10:57,3698.0,1301.0,230.0,1702.0,14391.0,"OpenID Certified OpenID Connect and OAuth Provider written in Go - cloud native, security-first, open source API..",289.0,36,True,96.0,100.0,68.0,1380.0,2023-05-24 08:55:23,2.0,4109872.0,2.0,,2.1.2,607297.0,2.0,oryd/hydra,https://hub.docker.com/r/oryd/hydra,2023-08-16 21:09:15.061728,405952462.0,,,,,74.0,,,,https://k8s.ory.sh/helm/charts,,,,,
19,ory-kratos,ory/kratos,,,idp,['ory'],https://github.com/ory/kratos,https://github.com/ory/kratos,Apache-2.0,2018-05-29 16:09:37,2023-08-17 16:02:39.000000,2023-08-17 12:31:20,3889.0,772.0,110.0,1646.0,9205.0,"Next-gen identity server (think Auth0, Okta, Firebase) with Ory-hardened authentication, PassKeys, MFA, FIDO2, TOTP,..",204.0,36,True,125.0,43.0,187.0,950.0,2023-07-12 20:24:48,322.0,1779451.0,1.0,,1.0.0,32160.0,322.0,oryd/kratos,https://hub.docker.com/r/oryd/kratos,2023-07-12 20:24:47.415774,112058411.0,,,,,16.0,,,,https://k8s.ory.sh/helm/charts,,,,,
