,name,github_id,group_id,group,category,labels,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,watchers_count,pr_count,star_count,description,contributor_count,projectrank,show,recent_commit_count,release_count,open_issue_count,closed_issue_count,latest_stable_release_published_at,dependent_project_count,monthly_downloads,projectrank_placing,latest_stable_release_number,github_release_downloads,github_dependent_project_count,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,updated_github_id,npm_id,npm_url,npm_monthly_downloads,dockerhub_stars,pypi_id,pypi_url,pypi_monthly_downloads,trending,helm_id,maven_id,maven_url,brew_id,gem_url,apt_id
10,coredns,coredns/coredns,,,machine,"['linux-foundation', 'cncf']",https://github.com/coredns/coredns,https://github.com/coredns/coredns,Apache-2.0,2016-03-18 20:56:45,2023-09-07 16:32:11.000000,2023-09-04 15:37:21,3742.0,1856.0,236.0,3989.0,11168.0,CoreDNS is a DNS server that chains plugins.,368.0,41,True,78.0,67.0,85.0,2092.0,2023-08-15 20:00:30,5506.0,2818161.0,1.0,1.11.1,6778761.0,5506.0,coredns/coredns,https://hub.docker.com/r/coredns/coredns,2023-08-15 20:02:07.060982,246371654.0,,,,,138.0,,,,,,,,,,
11,open-policy-agent,open-policy-agent/opa,,,authorization,"['cncf', 'linux-foundation']",https://github.com/open-policy-agent/opa,https://github.com/open-policy-agent/opa,Apache-2.0,2015-12-28 22:08:25,2023-09-07 11:23:02.000000,2023-09-06 12:20:39,4761.0,1157.0,122.0,3855.0,8453.0,"An open source, general-purpose policy engine.",418.0,40,True,139.0,100.0,305.0,2035.0,2023-08-31 14:40:27,2826.0,4644778.0,1.0,0.56.0,3858498.0,2826.0,openpolicyagent/opa,https://hub.docker.com/r/openpolicyagent/opa,2023-09-06 12:46:46.128709,424928391.0,,,,,38.0,,,,,,,,,,
12,oauthlib,oauthlib/oauthlib,,,authentication,,https://github.com/oauthlib/oauthlib,https://github.com/oauthlib/oauthlib,BSD-3-Clause,2011-11-19 23:08:51,2023-09-03 20:08:57.000000,2023-09-03 20:08:57,1676.0,455.0,69.0,490.0,2632.0,"A generic, spec-compliant, thorough implementation of the OAuth request-signing logic.",194.0,40,True,29.0,48.0,75.0,293.0,2023-01-10 13:13:43,426557.0,80662394.0,1.0,3.2.2,,426557.0,,,,,,,,,,oauthlib,https://pypi.org/project/oauthlib,80662394.0,2.0,,,,,,
13,cert-manager,cert-manager/cert-manager,,,pki,['linux-foundation'],https://github.com/cert-manager/cert-manager,https://github.com/cert-manager/cert-manager,Apache-2.0,2017-05-24 16:25:59,2023-09-07 16:13:07.000000,2023-09-05 17:50:21,8025.0,1854.0,146.0,3029.0,10681.0,Automatically provision and manage TLS certificates in Kubernetes.,410.0,39,True,223.0,100.0,164.0,2921.0,2023-09-01 17:27:44,600.0,1480064.0,1.0,1.12.4,54762370.0,600.0,,,,,,,,,,,,,,,,,,,
14,speechbrain,speechbrain/speechbrain,,,voice,,https://github.com/speechbrain/speechbrain,https://github.com/speechbrain/speechbrain,Apache-2.0,2020-04-28 17:48:45,2023-09-07 10:40:47.000000,2023-08-18 22:46:26,9127.0,1112.0,123.0,969.0,6527.0,A PyTorch-based Speech Toolkit.,219.0,38,True,676.0,9.0,94.0,847.0,2023-07-22 18:07:47,931.0,161936.0,1.0,0.5.15,,931.0,,,,,,,,,,speechbrain,https://pypi.org/project/speechbrain,161936.0,,,,,,,
15,passport,jaredhanson/passport,,,authentication,,https://github.com/jaredhanson/passport,https://github.com/jaredhanson/passport,MIT,2011-10-08 22:38:32,2023-08-30 19:22:56.000000,2023-03-10 17:27:55,617.0,1181.0,314.0,153.0,21754.0,"Simple, unobtrusive authentication for Node.js.",38.0,37,True,,,334.0,420.0,,906955.0,8732857.0,2.0,,,906955.0,,,,,,passport,https://www.npmjs.com/package/passport,8732857.0,,,,,,,,,,,
16,keycloak,keycloak/keycloak,,,idp,['cncf'],https://github.com/keycloak/keycloak,https://github.com/keycloak/keycloak,Apache-2.0,2013-07-02 13:38:51,2023-09-07 17:38:40.000000,2023-09-07 14:34:45,22790.0,5506.0,362.0,12584.0,17286.0,Open Source Identity and Access Management For Modern Applications and Services.,1238.0,37,True,669.0,39.0,1775.0,5459.0,2023-07-18 09:57:40,,61329.0,1.0,22.0.1,2023876.0,,quay.io/keycloak/keycloak,https://hub.docker.com/r/quay.io/keycloak/keycloak,,,,,,,,,,,,,,,,,
17,vault,hashicorp/vault,,,pki,['hashicorp'],https://github.com/hashicorp/vault,https://github.com/hashicorp/vault,,2015-02-25 00:15:59,2023-09-07 18:19:28.000000,2023-09-07 18:18:05,18099.0,3791.0,815.0,17078.0,28338.0,"A tool for secrets management, encryption as a service, and privileged access management.",1405.0,36,False,605.0,100.0,895.0,4752.0,2023-08-29 21:11:37,6592.0,,2.0,1.14.2,,6592.0,,,,,,,,,,,,,,,,,,,
18,ory-hydra,ory/hydra,,,authentication,['ory'],https://github.com/ory/hydra,https://github.com/ory/hydra,Apache-2.0,2015-05-22 12:42:08,2023-09-07 16:50:21.000000,2023-09-05 13:38:00,3706.0,1301.0,230.0,1707.0,14449.0,"OpenID Certified OpenID Connect and OAuth Provider written in Go - cloud native, security-first, open source API..",289.0,36,True,89.0,100.0,71.0,1385.0,2023-05-24 08:55:23,2.0,4076069.0,2.0,2.1.2,621545.0,2.0,oryd/hydra,https://hub.docker.com/r/oryd/hydra,2023-08-16 21:09:15.061728,406665231.0,,,,,75.0,,,,,https://k8s.ory.sh/helm/charts,,,,,
19,ory-kratos,ory/kratos,,,idp,['ory'],https://github.com/ory/kratos,https://github.com/ory/kratos,Apache-2.0,2018-05-29 16:09:37,2023-09-07 17:07:40.000000,2023-09-07 14:33:02,3917.0,780.0,108.0,1673.0,9295.0,"Next-gen identity server (think Auth0, Okta, Firebase) with Ory-hardened authentication, PassKeys, MFA, FIDO2, TOTP,..",207.0,36,True,126.0,43.0,181.0,966.0,2023-07-12 20:24:48,323.0,1752942.0,1.0,1.0.0,32740.0,323.0,oryd/kratos,https://hub.docker.com/r/oryd/kratos,2023-07-12 20:24:47.415774,112140713.0,,,,,17.0,,,,,https://k8s.ory.sh/helm/charts,,,,,
20,casbin,casbin/casbin,,,authorization,,https://github.com/casbin/casbin,https://github.com/casbin/casbin,Apache-2.0,2017-04-08 07:51:23,2023-09-02 15:41:05.000000,2023-09-02 15:35:45,1076.0,1522.0,233.0,475.0,15678.0,"An authorization library that supports access control models like ACL, RBAC, ABAC in Golang:..",135.0,35,True,19.0,100.0,22.0,728.0,2023-09-02 15:37:12,2531.0,225926.0,2.0,2.77.2,,2531.0,,,,,,casbin,https://www.npmjs.com/package/casbin,139095.0,,casbin,https://pypi.org/project/casbin,86831.0,,,org.casbin:casbin-spring-boot-starter,https://search.maven.org/artifact/org.casbin/casbin-spring-boot-starter,,,
21,casl,stalniy/casl,,,authorization,,https://github.com/stalniy/casl,https://github.com/stalniy/casl,MIT,2017-07-18 17:49:47,2023-09-05 08:12:41.000000,2023-09-05 08:10:53,1494.0,247.0,40.0,331.0,5117.0,CASL is an isomorphic authorization JavaScript library which restricts what resources a given user is allowed to access.,66.0,35,True,19.0,100.0,9.0,421.0,2023-07-28 06:28:52,52530.0,2018218.0,2.0,@casl/mongoose@7.2.1,,52530.0,,,,,,@casl/ability,https://www.npmjs.com/package/@casl/ability,2018218.0,,,,,3.0,,,,,,
22,face-api-js,justadudewhohacks/face-api.js,,,face,,https://github.com/justadudewhohacks/face-api.js,https://github.com/justadudewhohacks/face-api.js,MIT,2018-05-19 06:14:53,2023-09-03 13:34:38.000000,2020-04-22 16:40:10,488.0,3477.0,333.0,107.0,15392.0,JavaScript API for face detection and face recognition in the browser and nodejs with tensorflow.js.,25.0,34,False,,38.0,419.0,389.0,2020-03-22 14:01:55,7193.0,132023.0,1.0,0.22.2,,7193.0,,,,,,face-api.js,https://www.npmjs.com/package/face-api.js,132023.0,,,,,,,,,,,
23,paddlespeech,PaddlePaddle/PaddleSpeech,,,voice,,https://github.com/PaddlePaddle/PaddleSpeech,https://github.com/PaddlePaddle/PaddleSpeech,Apache-2.0,2017-11-14 12:36:30,2023-09-07 03:52:00.000000,2023-09-06 08:48:52,4728.0,1589.0,185.0,1675.0,8521.0,"Easy-to-use Speech Toolkit including Self-Supervised Learning model, SOTA/Streaming ASR with punctuation, Streaming..",127.0,34,True,21.0,15.0,329.0,1311.0,2023-04-14 09:36:52,70.0,168413.0,3.0,r1.4.1,,70.0,,,,,,,,,,paddlepaddle,https://pypi.org/project/paddlepaddle,168413.0,-1.0,,,,,,
24,cas,apereo/cas,,,idp,,https://github.com/apereo/cas,https://github.com/apereo/cas,Apache-2.0,2011-09-09 01:36:42,2023-09-07 00:47:04.000000,2023-09-05 05:44:36,23533.0,3792.0,609.0,4421.0,10441.0,Apereo CAS - Identity & Single Sign On for all earthlings and beyond.,338.0,33,True,347.0,100.0,,,2023-08-24 17:24:13,13.0,5772.0,2.0,6.6.10,,13.0,apereo/cas,https://hub.docker.com/r/apereo/cas,2023-09-07 00:39:48.577210,831223.0,,,,,128.0,,,,,,,,,,
25,pomerium,pomerium/pomerium,,,machine,,https://github.com/pomerium/pomerium,https://github.com/pomerium/pomerium,Apache-2.0,2019-01-01 08:04:37,2023-09-07 17:41:36.385786,2023-09-07 15:33:08,3060.0,269.0,34.0,3565.0,3651.0,Pomerium is an identity and context-aware access proxy.,91.0,33,True,163.0,100.0,83.0,836.0,2023-08-28 14:49:52,12.0,14090529.0,2.0,0.23.0,46797.0,12.0,pomerium/pomerium,https://hub.docker.com/r/pomerium/pomerium,2023-09-07 17:41:36.385786,789013946.0,,,,,10.0,,,,,,,,,,
26,insightface,deepinsight/insightface,,,face,,https://github.com/deepinsight/insightface,https://github.com/deepinsight/insightface,,2017-09-01 00:36:51,2023-08-28 02:16:39.000000,2023-08-28 02:16:39,2279.0,4627.0,486.0,147.0,17899.0,State-of-the-art 2D and 3D Face Analysis Project.,57.0,32,False,30.0,1.0,942.0,1329.0,2023-04-02 07:43:27,835.0,86651.0,2.0,0.7,433251.0,835.0,animcogn/insightface,https://hub.docker.com/r/animcogn/insightface,2021-03-18 22:57:48.799620,138.0,,,,,,,,,,,,,,,
27,ockam,build-trust/ockam,,,machine,,https://github.com/build-trust/ockam,https://github.com/build-trust/ockam,Apache-2.0,2018-11-30 18:57:01,2023-09-07 18:17:15.000000,2023-09-07 08:50:40,6630.0,394.0,57.0,4398.0,3563.0,"Orchestrate end-to-end encryption, cryptographic identities, mutual authentication, and authorization policies between..",213.0,32,True,821.0,100.0,297.0,1075.0,2023-09-06 20:08:41,182.0,14074.0,2.0,ockam_v0.91.0,309633.0,182.0,,,,,,,,,,,,,,,,,build-trust/ockam/ockam,,
28,spire,spiffe/spire,,,machine,"['cncf', 'linux-foundation']",https://github.com/spiffe/spire,https://github.com/spiffe/spire,Apache-2.0,2017-08-11 18:46:51,2023-09-07 15:41:38.000000,2023-09-07 15:41:35,6160.0,396.0,83.0,3200.0,1485.0,The SPIFFE Runtime Environment.,169.0,32,True,139.0,84.0,151.0,1128.0,2023-08-16 22:31:30,117.0,2123.0,2.0,1.7.2,150802.0,117.0,ghcr.io/spiffe/spire-server,https://hub.docker.com/r/ghcr.io/spiffe/spire-server,,,,,,,,,,,,,,,,,
29,ageitgey-face-recognition,ageitgey/face_recognition,,,face,,https://github.com/ageitgey/face_recognition,https://github.com/ageitgey/face_recognition,MIT,2017-03-03 21:52:39,2023-08-22 14:22:26.000000,2022-06-10 09:12:18,238.0,12761.0,1568.0,220.0,49269.0,The worlds simplest facial recognition api for Python and the command line.,54.0,31,False,,2.0,711.0,583.0,2018-04-02 17:18:43,13.0,46176.0,2.0,1.2.2,1134.0,13.0,animcogn/face_recognition,https://hub.docker.com/r/animcogn/face_recognition,2021-08-17 00:42:22.824355,6812.0,,,,,16.0,face_recognition,https://pypi.org/project/face_recognition,46075.0,,,,,,,
30,faceswap,deepfakes/faceswap,,,face,,https://github.com/deepfakes/faceswap,https://github.com/deepfakes/faceswap,GPL-3.0,2017-12-19 09:44:13,2023-09-01 21:36:47.000000,2023-09-01 21:36:31,1775.0,12402.0,1527.0,510.0,46949.0,Deepfakes Software For All.,97.0,31,True,49.0,4.0,20.0,805.0,2023-06-18 18:08:19,,1713.0,2.0,2.2.0,94246.0,,,,,,,,,,,,,,,,,,,,
31,dex,dexidp/dex,,,authentication,['linux-foundation'],https://github.com/dexidp/dex,https://github.com/dexidp/dex,Apache-2.0,2015-08-17 17:57:06,2023-09-07 14:33:16.000000,2023-08-24 10:21:20,2551.0,1458.0,176.0,1844.0,8390.0,OpenID Connect (OIDC) identity and OAuth 2.0 provider with pluggable connectors.,219.0,31,True,50.0,80.0,275.0,792.0,2023-06-30 14:12:39,140.0,3.0,2.0,2.37.0,305.0,140.0,quay.io/dexidp/dex,https://hub.docker.com/r/quay.io/dexidp/dex,,,,,,,,,,,,,,,,,
32,spicedb,authzed/spicedb,,,authorization,,https://github.com/authzed/spicedb,https://github.com/authzed/spicedb,Apache-2.0,2021-08-16 15:32:09,2023-09-06 17:57:41.000000,2023-09-01 18:48:15,3114.0,197.0,35.0,1132.0,3821.0,"Open Source, Google Zanzibar-inspired fine-grained permissions database.",34.0,31,True,225.0,55.0,99.0,279.0,2023-09-05 15:07:35,31.0,34599.0,2.0,1.25.0,20960.0,31.0,authzed/spicedb,https://hub.docker.com/r/authzed/spicedb,2023-09-05 15:25:56.434610,843162.0,,,,,4.0,,,,,,,,,,
33,deepface,serengil/deepface,,,face,,https://github.com/serengil/deepface,https://github.com/serengil/deepface,MIT,2020-02-08 20:42:28,2023-09-04 18:27:54.000000,2023-09-04 18:27:54,1080.0,1441.0,107.0,82.0,7312.0,"A Lightweight Face Recognition and Facial Attribute Analysis (Age, Gender, Emotion and Race) Library for Python.",43.0,30,True,48.0,,8.0,748.0,,1824.0,27326.0,3.0,,,1824.0,,,,,,,,,,deepface,https://pypi.org/project/deepface,27326.0,,,,,,,
34,did-jwt,decentralized-identity/did-jwt,,,decentralized,['dif'],https://github.com/decentralized-identity/did-jwt,https://github.com/decentralized-identity/did-jwt,Apache-2.0,2018-02-24 02:00:53,2023-09-06 20:37:30.000000,2023-09-04 16:46:53,587.0,62.0,40.0,204.0,299.0,Create and verify DID verifiable JWTs in Javascript.,40.0,30,True,12.0,100.0,8.0,76.0,2023-09-04 16:47:32,3849.0,148715.0,1.0,7.2.7,,3849.0,,,,,,did-jwt,https://www.npmjs.com/package/did-jwt,148715.0,,,,,,,,,,,
35,casdoor,casdoor/casdoor,,,idp,,https://github.com/casdoor/casdoor,https://github.com/casdoor/casdoor,Apache-2.0,2020-10-22 14:40:03,2023-09-07 12:36:34.070807,2023-09-07 07:45:54,1940.0,812.0,55.0,1226.0,6984.0,"An open-source Identity and Access Management (IAM) / Single-Sign-On (SSO) platform with web UI supporting OAuth 2.0,..",139.0,29,True,261.0,100.0,101.0,894.0,2023-09-07 08:02:14,3.0,2061.0,2.0,1.411.0,,3.0,casbin/casdoor,https://hub.docker.com/r/casbin/casdoor,2023-09-07 12:36:34.070807,72160.0,,,,,9.0,,,,,,,,,,
36,boundary,hashicorp/boundary,,,machine,['hashicorp'],https://github.com/hashicorp/boundary,https://github.com/hashicorp/boundary,,2020-01-08 18:24:07,2023-09-07 18:03:05.000000,2023-09-07 18:02:14,3348.0,246.0,203.0,3377.0,3680.0,Boundary enables identity-based access management for dynamic infrastructure.,134.0,29,False,171.0,45.0,72.0,232.0,2023-07-18 12:06:27,8.0,206733.0,3.0,0.13.1,,8.0,hashicorp/boundary,https://hub.docker.com/r/hashicorp/boundary,2023-07-18 12:12:01.655444,9096260.0,,,,,11.0,,,,-1.0,,,,,,
37,oathkeeper,ory/oathkeeper,,,machine,['ory'],https://github.com/ory/oathkeeper,https://github.com/ory/oathkeeper,Apache-2.0,2017-09-25 11:04:45,2023-09-07 13:00:33.000000,2023-08-29 06:29:12,1352.0,315.0,49.0,713.0,3057.0,"A cloud native Identity & Access Proxy / API (IAP) and Access Control Decision API that authenticates, authorizes, and..",109.0,29,True,35.0,100.0,47.0,274.0,2023-07-18 10:23:06,2.0,1213798.0,3.0,0.40.6,29259.0,2.0,oryd/oathkeeper,https://hub.docker.com/r/oryd/oathkeeper,2023-07-18 10:23:05.234030,87363487.0,,,,,30.0,,,,,,,,,,
38,identity-server,duendesoftware/identityserver,,,authentication,,https://github.com/DuendeSoftware/IdentityServer,https://github.com/DuendeSoftware/IdentityServer,https://duendesoftware.com/license,2020-10-01 08:46:31,2023-09-07 18:02:02.000000,2023-09-07 18:01:59,4959.0,250.0,38.0,684.0,1131.0,The most flexible and standards-compliant OpenID Connect and OAuth 2.x framework for ASP.NET Core.,291.0,29,True,116.0,44.0,57.0,230.0,2023-07-06 18:10:47,1263.0,,3.0,6.3.3,,1263.0,,,,,,,,,,,,,-1.0,,,,,,
39,deepfacelab,iperov/DeepFaceLab,,,face,,https://github.com/iperov/DeepFaceLab,https://github.com/iperov/DeepFaceLab,GPL-3.0,2018-06-04 13:10:00,2023-08-31 22:29:15.000000,2023-04-27 06:45:45,1313.0,8715.0,1088.0,129.0,42355.0,DeepFaceLab is the leading software for creating deepfakes.,22.0,28,True,,2.0,531.0,793.0,2020-04-09 05:48:48,13.0,3802.0,3.0,DF.wf.288res.384.92.72.22,159696.0,13.0,,,,,,,,,,,,,,,,,,,
40,authelia,authelia/authelia,,,idp,,https://github.com/authelia/authelia,https://github.com/authelia/authelia,Apache-2.0,2016-12-07 00:56:57,2023-09-07 14:49:32.000000,2023-09-07 10:33:07,4725.0,939.0,156.0,4538.0,17292.0,The Single Sign-On Multi-Factor portal for web apps.,131.0,28,True,336.0,100.0,68.0,1065.0,2022-12-21 09:01:04,,585.0,2.0,4.37.5,25771.0,,,,,,,,,,,,,,,,,,,,
41,logto,logto-io/logto,,,idp,,https://github.com/logto-io/logto,https://github.com/logto-io/logto,MPL-2.0,2021-06-19 03:01:50,2023-09-07 15:40:17.000000,2023-09-07 13:20:44,4709.0,235.0,34.0,4134.0,6265.0,"Logto is a modern Auth0 alternative for building identity infrastructure with minimal effort, for both your customers..",40.0,28,True,431.0,46.0,58.0,218.0,2023-08-30 14:48:16,7.0,719.0,2.0,1.8.0,2415.0,7.0,svhd/logto,https://hub.docker.com/r/svhd/logto,2023-08-30 14:41:45.135859,15598.0,,,,,1.0,,,,,,,,,,
42,doorkeeper,doorkeeper-gem/doorkeeper,,,authentication,,https://github.com/doorkeeper-gem/doorkeeper,https://github.com/doorkeeper-gem/doorkeeper,MIT,2011-11-18 13:02:01,2023-09-05 12:45:24.000000,2023-08-31 12:36:20,2362.0,1003.0,107.0,815.0,5184.0,Doorkeeper is an OAuth 2 provider for Ruby on Rails / Grape.,309.0,28,True,5.0,62.0,23.0,826.0,2023-03-29 07:20:04,8085.0,,3.0,5.6.6,,8085.0,,,,,,,,,,,,,-1.0,,,,,doorkeeper,
43,boulder,letsencrypt/boulder,,,pki,['linux-foundation'],https://github.com/letsencrypt/boulder,https://github.com/letsencrypt/boulder,MPL-2.0,2014-12-21 00:29:54,2023-09-07 03:02:02.000000,2023-09-07 03:02:00,6287.0,531.0,138.0,4203.0,4726.0,"An ACME-based certificate authority, written in Go.",126.0,28,True,78.0,82.0,197.0,2652.0,2023-09-05 16:47:02,,21635.0,2.0,release-2023-09-05,56973.0,,letsencrypt/boulder-tools,https://hub.docker.com/r/letsencrypt/boulder-tools,2023-09-06 18:24:10.491576,1939359.0,,,,,12.0,,,,,,,,,,
44,zitadel,zitadel/zitadel,,,idp,,https://github.com/zitadel/zitadel,https://github.com/zitadel/zitadel,Apache-2.0,2020-03-16 13:51:31,2023-09-07 18:15:41.000000,2023-09-07 14:30:14,2437.0,242.0,27.0,4507.0,4562.0,"ZITADEL - Identity infrastructure, simplified foryou.",70.0,28,True,211.0,100.0,386.0,1243.0,2023-09-07 09:20:05,,328.0,2.0,2.36.2,1643.0,,ghcr.io/zitadel/zitadel,https://hub.docker.com/r/ghcr.io/zitadel/zitadel,,,,,,,,,,,,https://charts.zitadel.com,,,,,
45,keto,ory/keto,,,authorization,['ory'],https://github.com/ory/keto,https://github.com/ory/keto,Apache-2.0,2018-03-17 10:40:15,2023-09-07 03:54:22.000000,2023-08-30 09:19:27,1463.0,294.0,58.0,1049.0,4203.0,"Open Source (Go) implementation of Zanzibar: Googles Consistent, Global Authorization System. Ships gRPC, REST APIs,..",69.0,28,True,60.0,50.0,43.0,256.0,,2.0,769647.0,3.0,,17014.0,2.0,oryd/keto,https://hub.docker.com/r/oryd/keto,2023-03-09 14:30:27.177505,50777370.0,,,,,6.0,,,,,,,,,,
46,oso,osohq/oso,,,authorization,,https://github.com/osohq/oso,https://github.com/osohq/oso,Apache-2.0,2020-05-04 20:05:50,2023-08-27 21:38:50.000000,2023-07-24 15:50:06,1200.0,153.0,31.0,1518.0,3200.0,Oso is a batteries-included framework for building authorization in your application.,63.0,28,True,9.0,100.0,103.0,100.0,2023-04-03 23:25:23,77.0,34398.0,3.0,0.27.0,2599.0,77.0,,,,,,,,,,oso,https://pypi.org/project/oso,34315.0,,,,,,,
47,cerbos,cerbos/cerbos,,,authorization,,https://github.com/cerbos/cerbos,https://github.com/cerbos/cerbos,Apache-2.0,2021-03-21 13:23:10,2023-09-07 13:05:04.000000,2023-09-06 06:21:11,1358.0,80.0,24.0,1446.0,1657.0,"Cerbos is the open core, language-agnostic, scalable authorization solution that makes user permissions and..",23.0,28,True,92.0,52.0,50.0,254.0,2023-07-18 06:50:17,13.0,1499.0,3.0,0.29.0,44984.0,13.0,ghcr.io/cerbos/cerbos,https://hub.docker.com/r/ghcr.io/cerbos/cerbos,,,,,,,,,,,,oci://ghcr.io/cerbos/helm-charts/cerbos,,,,,
