,name,homepage,category,description,resource,labels,projectrank,show,github_id,pypi_id,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank_placing,npm_id,npm_url,npm_monthly_downloads,trending,dockerhub_id,dockerhub_url,updated_at,dockerhub_latest_release_published_at,dockerhub_stars,star_count,dockerhub_pulls,license,maven_id,maven_url,gem_url,helm_id,brew_id,github,apt_id,github-id
124,trinsic-sdk,{},ssi-sdks,,,,1,False,trinsic-id/sdk,,3.0,3.0,12.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
125,polygon-issuer,{},ssi-agents,,,,1,False,0xPolygonID/issuer-node,,,,31.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
126,indy-node,{},ssi-sdks,,,['hyperledger'],1,False,hyperledger/indy-node,,,,111.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
127,aries-rfcs,{},specs,,,['hyperledger'],1,False,hyperledger/aries-rfcs,,,,95.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
128,credo-ts,{},ssi-sdks,,,['openwallet-foundation'],1,False,openwallet-foundation/credo-ts,,,,92.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
129,dogtagpki,{},pki,,,,1,False,dogtagpki/pki,,,,100.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
130,solid-project,{},specs,,,['solid'],1,False,solid/solid,,,,22.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
131,solid-specification,{},specs,,,['solid'],1,False,solid/specification,,,,31.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
132,ion,{},dids,,,,1,False,decentralized-identity/ion,,,,32.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
133,sidetree,{},specs,,,['dif'],1,False,decentralized-identity/sidetree,,,,47.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
134,tbd-ssi-service,{},ssi-agents,,,['web5'],1,False,tbd54566975/ssi-service,,,,23.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
135,identity-credential,{},specs,Proposals related to the invocation of digital identity wallets from the web.,,['w3c'],1,False,wicg/identity-credential,,,,22.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
136,presentation-exchange,{},specs,,,['dif'],1,False,decentralized-identity/presentation-exchange,,,,40.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
137,appauth-android,{},authentication,,,['openid'],1,False,openid/appauth-android,,,,51.0,,,,3.0,,,,,,,,,,,,,net.openid:appauth,https://search.maven.org/artifact/net.openid/appauth,,,,,,
138,appauth-ios,{},authentication,,,['openid'],1,False,openid/appauth-ios,,,,53.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
139,vc-api,{},specs,,,['w3c'],1,False,w3c-ccg/vs-api,,,,,,,,2.0,,,,,,,,,,,,W3C,,,,,,,,
140,facenet,{},biometrics,,,,1,False,davidsandberg/facenet,,,,36.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
141,howdy,{},authentication,,,,1,False,boltgolt/howdy,,,,69.0,,,,3.0,,,,,,,,,,,,,,,,,,,howdy,
142,openbr,{},biometrics,,,,1,False,biometrics/openbr,,,,60.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
143,faceswap,{},biometrics,,,,1,False,deepfakes/faceswap,,,,98.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
144,fedfm,{},specs,,,['w3c'],1,False,fedidcg/FedCM,,,,43.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
145,selective-disclosure-jwt,{},specs,,,,1,False,oauth-wg/oauth-selective-disclosure-jwt,,,,27.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
146,webauthn-ruby,{},authentication,,,,1,False,cedarcode/webauthn-ruby,,,,41.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
147,webauthn4j,{},authentication,,,,1,False,webauthn4j/webauthn4j,,,,39.0,,,,3.0,,,,,,,,,,,,,com.webauthn4j:webauthn4j-core,https://search.maven.org/artifact/com.webauthn4j/webauthn4j-core,,,,,,
148,opensk,{},authentication,,,['cncf'],1,False,google/OpenSK,,,,26.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
149,libfido2,{},authentication,,,,1,False,yubico/libfido2,,,,72.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
150,waltid-ssikit,{},ssi-sdks,The SSI Kit by walt.id is a technology stack for enabling Self-Sovereign Identity (SSI).,,,0,False,walt-id/waltid-ssikit,,,,18.0,,,,,,,,,waltid/ssikit,https://hub.docker.com/r/waltid/ssikit,2023-12-13 10:55:45.426370,2023-12-13 10:55:45.426370,,,25768.0,,,,,,,,,
151,waltid-walletkit,{},ssi-sdks,,,,0,False,walt-id/waltid-walletkit,,,,13.0,,,,,,,,,waltid/walletkit,https://hub.docker.com/r/waltid/walletkit,2023-12-13 10:51:53.446549,2023-12-13 10:51:53.446549,,,6545.0,,,,,,,,,
152,waltid-web-wallet,{},ssi-agents,,,,0,False,walt-id/waltid-web-wallet,,,,9.0,,,,,,,,,waltid/ssikit-web-wallet,https://hub.docker.com/r/waltid/ssikit-web-wallet,2023-06-29 16:56:55.416195,2023-06-29 16:56:55.416195,,,4848.0,,,,,,,,,
153,waltid-idpkit,{},ssi-sdks,,,,0,False,walt-id/waltid-idpkit,,,,10.0,,,,,,,,,waltid/idpkit,https://hub.docker.com/r/waltid/idpkit,2024-07-17 14:26:13.313442,2024-07-17 14:26:13.313442,,,1835.0,,,,,,,,,
154,sphereon-ssi-mobile-wallet,{},ssi-agents,,,,0,False,sphereon-opensource/ssi-mobile-wallet,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,
155,sphereon-siop-oid4vp,{},ssi-sdks,,,,0,False,sphereon-opensource/siop-oid4vp,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,
156,kepler,{},ssi-sdks,,,,0,False,spruceid/kepler,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,
157,credible,{},ssi-agents,,,,0,False,spruceid/wallet,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,
158,talao-altme,{},ssi-agents,,,,0,False,talaodao/altme,,2.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,
159,universal-registrar,{},dids,,,,0,False,decentralized-identity/universal-registrar,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,
160,did-webs,{},dids,,,,0,False,trustoverip/tswg-did-method-webs-specification,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,web-access-control,{},specs,,,['solid'],0,False,solid/web-access-control-spec,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,
162,ion-tools,{},dids,,,,0,False,decentralized-identity/ion-tools,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,
163,did-webs-resolver,{},dids,,,,0,False,hyperledger-labs/did-webs-resolver,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,
164,did-key.js,{},dids,,,,0,False,transmute-industries/did-key.js,,1.0,1.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,
165,sidetree.js,{},dids,,,,0,False,transmute-industries/sidetree.js,,2.0,2.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,
166,decentralized-web-node,{},specs,,,"['dif', 'web5']",0,False,decentralized-identity/decentralize-web-node,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,didcomm-messaging,{},specs,,,['dif'],0,False,decentralized-identity/didcomm-messagging,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,appauth-js,{},authentication,,,['openid'],0,False,openid/appauth-js,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,
169,entra-verifiedid-wallet-library-android,{},ssi-sdks,,,,0,False,microsoft/entra-verifiedid-wallet-library-android,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,
170,entra-verifiedid-wallet-library-ios,{},ssi-sdks,,,,0,False,microsoft/entra-verifiedid-wallet-library-ios,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,
171,deepfacelive,{},biometrics,,,,0,False,iperov/DeepFaceLive,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,
172,vlei,{},specs,,,,0,False,weboftrust/vlei,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,
173,bbs-signature,{},specs,,,['dif'],0,False,decentralized-identity/bbs-signature,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,
174,anoncreds,{},specs,,,['hyperledger'],0,False,hyperledger/anoncreds-spec,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,keri,{},specs,,,['weboftrust'],0,False,weboftrust/keri,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,
176,laragear-webauthn,{},authentication,,,,0,False,laragear/webauthn,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,
177,go-webauthn,,authentication,,,,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,go-webauthn/webauthn
178,oauth2-proxy,,authentication,,,,0,False,,,,,,,,,,,,,,quay.io/oauth2-proxy/oauth2-proxy,https://hub.docker.com/r/quay.io/oauth2-proxy/oauth2-proxy,,,,,,,,,,,,,,oauth2-proxy/oauth2-proxy
179,ssi-to-oidc-bridge,{},ssi-sdks,,,,0,False,gaia-x4plc-aad/ssi-to-oidc-bridge,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
